NOME,ANO,FASE,IAA,IAN,IDA,IDADE,IEG,INDE,INGRESSANTE,IPP,IPS,IPV,PEDRA
ALUNO-326,2023,3,9.6,10.0,8.2,13.0,9.4,8.65075,0,9.0625,3.14,9.76,TOPÁZIO
ALUNO-179,2023,3,8.8,10.0,6.4,12.0,9.4,8.437641667,0,8.59375,7.52,8.9225,TOPÁZIO
ALUNO-1143,2023,3,8.8,5.0,5.3,15.0,7.0,6.445933333,1,7.5,6.26,6.2075,AGATA
ALUNO-330,2023,3,9.6,5.0,3.3,15.0,7.2,6.084875,0,6.71875,6.89,5.8275,AGATA
ALUNO-332,2023,3,9.2,5.0,6.8,14.0,8.4,8.002591667,0,8.28125,8.76,9.175,TOPÁZIO
ALUNO-199,2023,3,9.2,5.0,8.5,14.0,7.6,7.892341667,0,7.96875,7.51,8.505,AMETISTA
ALUNO-1144,2023,3,0.0,10.0,8.0,13.0,9.4,7.410625,1,8.28125,5.02,8.0025,AMETISTA
ALUNO-352,2023,3,9.2,10.0,7.2,12.0,8.1,7.840341667,0,7.96875,6.26,7.17,AMETISTA
ALUNO-1145,2023,3,0.0,10.0,7.8,11.0,9.5,7.484375,1,8.59375,4.39,8.63,AMETISTA
ALUNO-1146,2023,3,9.6,5.0,3.7,14.0,8.8,6.689583333,1,7.1875,6.26,6.965,AGATA
ALUNO-331,2023,3,9.6,10.0,5.2,13.0,8.6,7.039791667,0,7.03125,2.52,6.7975,AMETISTA
ALUNO-227,2023,3,9.6,10.0,6.9,13.0,7.5,7.722125,0,8.28125,5.63,7.4625,AMETISTA
ALUNO-247,2023,3,0.0,10.0,7.2,13.0,8.5,7.221958333,0,8.28125,7.52,7.5425,AMETISTA
ALUNO-343,2023,3,9.2,5.0,5.7,15.0,7.2,6.779591667,0,7.65625,6.26,6.9225,AGATA
ALUNO-1147,2023,3,8.3,5.0,6.7,14.0,8.3,7.072983333,1,7.1875,6.26,7.0075,AMETISTA
ALUNO-345,2023,3,8.8,5.0,4.6,14.0,6.8,6.534766667,0,8.125,6.26,7.1725,AGATA
ALUNO-336,2023,3,0.0,5.0,5.1,14.0,7.5,5.887708333,0,7.34375,6.89,7.255,QUARTZO
ALUNO-346,2023,3,0.0,10.0,6.2,11.0,9.4,7.305541667,0,7.96875,8.14,7.84,AMETISTA
ALUNO-1148,2023,3,7.9,10.0,5.7,11.0,8.6,7.227866667,1,7.5,3.77,7.2125,AMETISTA
ALUNO-1149,2023,3,8.3,5.0,7.2,14.0,9.8,7.410108333,1,7.96875,2.52,8.1725,AMETISTA
ALUNO-1150,2023,3,9.2,2.5,6.7,16.0,9.8,7.076008333,1,7.96875,2.52,7.835,AMETISTA
ALUNO-1151,2023,3,7.5,10.0,8.3,12.0,9.5,7.829958333,1,7.65625,2.52,7.545,AMETISTA
ALUNO-356,2023,3,9.2,10.0,3.4,13.0,8.5,6.452008333,0,6.09375,2.52,6.5025,AGATA
ALUNO-1152,2023,3,0.0,5.0,6.8,0.0,9.4,6.544916667,1,7.8125,5.0,7.585,AGATA
ALUNO-221,2023,3,9.6,5.0,5.0,15.0,9.0,6.959916667,0,7.1875,5.0,7.38,AGATA
ALUNO-359,2023,3,9.6,10.0,5.8,13.0,9.2,7.627125,0,7.65625,2.52,8.255,AMETISTA
ALUNO-360,2023,3,0.0,10.0,4.3,13.0,7.3,5.790875,0,7.34375,2.52,7.4225,QUARTZO
ALUNO-338,2023,3,8.3,10.0,6.7,13.0,9.1,8.287441667,0,8.59375,7.52,8.38,TOPÁZIO
ALUNO-339,2023,3,0.0,10.0,7.1,12.0,8.9,7.377583333,0,7.8125,7.52,8.255,AMETISTA
ALUNO-353,2023,3,8.8,10.0,8.4,12.0,9.9,8.309016667,0,7.8125,2.52,8.67,TOPÁZIO
ALUNO-1153,2023,3,7.9,5.0,7.2,14.0,10.0,7.968658333,1,7.65625,7.52,8.63,AMETISTA
ALUNO-183,2023,3,7.9,5.0,7.7,14.0,9.7,7.586241667,0,7.96875,2.52,8.795,AMETISTA
ALUNO-342,2023,3,7.5,5.0,6.6,15.0,8.6,7.539875,0,7.96875,7.52,8.505,AMETISTA
ALUNO-187,2023,3,7.5,10.0,6.9,13.0,9.9,7.809875,0,7.96875,2.52,8.255,AMETISTA
ALUNO-190,2023,3,7.9,5.0,5.7,14.0,9.5,6.934158333,0,7.65625,2.52,7.9575,AGATA
ALUNO-347,2023,3,6.7,10.0,7.3,13.0,9.5,7.61835,0,7.8125,2.52,7.7925,AMETISTA
ALUNO-234,2023,3,6.7,10.0,5.6,13.0,8.0,6.248741667,0,4.84375,2.52,5.595,AGATA
ALUNO-1154,2023,3,9.6,10.0,5.1,13.0,9.3,7.701125,1,7.65625,5.63,7.67,AMETISTA
ALUNO-249,2023,3,0.0,5.0,4.9,15.0,8.2,5.444625,0,5.15625,5.0,6.545,QUARTZO
ALUNO-380,2023,3,0.0,5.0,4.5,14.0,6.4,4.912375,0,6.71875,2.52,6.5425,QUARTZO
ALUNO-250,2023,3,0.0,10.0,8.3,13.0,9.3,7.598208333,0,7.96875,5.63,8.625,AMETISTA
ALUNO-367,2023,3,8.8,10.0,5.9,12.0,8.7,7.38685,0,7.8125,2.52,7.7925,AMETISTA
ALUNO-1155,2023,3,9.2,5.0,8.0,14.0,9.2,7.821633333,1,7.5,5.63,8.2925,AMETISTA
ALUNO-1156,2023,3,8.3,10.0,5.3,12.0,9.2,7.340775,1,7.96875,2.52,7.7925,AMETISTA
ALUNO-368,2023,3,0.0,5.0,6.7,14.0,7.7,5.796458333,0,7.03125,2.52,7.34,QUARTZO
ALUNO-387,2023,3,0.0,5.0,3.0,14.0,6.8,4.794333333,0,6.875,2.52,7.0075,QUARTZO
ALUNO-388,2023,3,0.0,5.0,4.2,15.0,7.4,5.630833333,0,6.875,5.63,7.835,QUARTZO
ALUNO-374,2023,3,8.8,10.0,5.4,13.0,8.3,7.533891667,0,7.65625,5.63,7.9175,AMETISTA
ALUNO-377,2023,3,9.6,10.0,4.8,13.0,7.6,7.205041667,0,7.34375,5.0,7.6275,AMETISTA
ALUNO-223,2023,3,0.0,5.0,3.8,14.0,4.5,5.089833333,0,7.5,7.52,7.1725,QUARTZO
ALUNO-236,2023,3,10.0,10.0,4.5,13.0,7.5,7.337116667,0,7.1875,7.52,7.2975,AMETISTA
ALUNO-362,2023,3,0.0,10.0,5.1,13.0,7.5,6.392625,0,7.03125,7.52,7.0875,AGATA
ALUNO-381,2023,3,0.0,5.0,3.9,14.0,8.4,5.758041667,0,7.34375,6.89,6.84,QUARTZO
ALUNO-364,2023,3,8.8,10.0,5.8,12.0,9.0,7.734891667,0,7.03125,6.89,7.505,AMETISTA
ALUNO-382,2023,3,0.0,5.0,5.2,15.0,9.4,6.223833333,0,7.5,6.26,7.1725,AGATA
ALUNO-383,2023,3,9.2,10.0,6.5,12.0,8.8,7.5408,0,7.5,3.14,7.5,AMETISTA
ALUNO-384,2023,3,0.0,10.0,7.3,13.0,9.1,6.757958333,0,7.65625,2.52,7.335,AGATA
ALUNO-1157,2023,3,9.2,5.0,5.7,14.0,8.8,7.086633333,1,7.5,6.26,7.0025,AMETISTA
ALUNO-386,2023,3,9.2,5.0,3.3,14.0,7.0,5.758425,0,7.03125,2.52,6.6325,QUARTZO
ALUNO-260,2023,3,9.2,10.0,6.1,14.0,9.9,8.080008333,0,7.34375,7.52,7.4175,TOPÁZIO
ALUNO-390,2023,3,7.9,10.0,4.8,13.0,8.8,6.905741667,0,7.34375,2.52,7.005,AGATA
ALUNO-1158,2023,3,7.5,5.0,4.3,14.0,8.6,6.306666667,1,7.5,2.52,7.34,AGATA
ALUNO-391,2023,3,7.9,10.0,3.5,13.0,7.5,6.5107,0,7.5,2.52,7.585,AGATA
ALUNO-1159,2023,3,5.8,10.0,3.1,0.0,6.6,5.913883333,1,7.1875,2.52,7.1325,QUARTZO
ALUNO-392,2023,3,9.6,5.0,4.6,15.0,9.5,6.567208333,0,6.09375,2.52,7.17,AGATA
ALUNO-1160,2023,3,9.6,10.0,2.7,13.0,8.7,6.636166667,1,6.875,2.52,7.2575,AGATA
ALUNO-1161,2023,3,6.3,10.0,6.3,0.0,8.1,7.317791667,1,8.28125,2.52,8.63,AMETISTA
ALUNO-395,2023,3,9.2,10.0,6.0,12.0,8.6,7.469175,0,7.96875,2.52,7.9175,AMETISTA
ALUNO-450,2023,3,9.6,5.0,5.4,14.0,8.4,6.819625,0,7.65625,2.52,7.9175,AGATA
ALUNO-463,2023,3,9.2,10.0,4.0,13.0,5.4,6.382383333,0,7.8125,2.52,7.795,AGATA
ALUNO-298,2023,3,9.6,5.0,5.5,14.0,8.6,6.824333333,0,7.5,2.52,7.7525,AGATA
ALUNO-464,2023,3,9.2,5.0,3.0,14.0,7.7,6.081675,0,7.96875,2.52,7.38,AGATA
ALUNO-465,2023,3,7.5,10.0,8.5,12.0,9.4,8.012875,0,7.96875,2.52,8.17,TOPÁZIO
ALUNO-442,2023,3,0.0,10.0,5.8,12.0,7.6,6.814166667,0,7.5,7.52,8.1275,AGATA
ALUNO-300,2023,3,5.0,5.0,4.5,15.0,7.5,5.616691667,0,6.40625,2.52,6.5875,QUARTZO
ALUNO-467,2023,3,6.3,5.0,5.2,14.0,9.2,6.552916667,0,7.1875,3.14,7.5425,AGATA
ALUNO-468,2023,3,8.3,5.0,3.4,14.0,6.0,5.911108333,0,7.34375,6.27,6.715,QUARTZO
ALUNO-1162,2023,3,8.3,10.0,6.0,13.0,8.5,7.44215,1,7.8125,3.77,7.7525,AMETISTA
ALUNO-470,2023,3,8.8,5.0,4.9,14.0,9.2,6.993766667,0,7.5,5.0,7.71,AGATA
ALUNO-474,2023,3,0.0,5.0,3.3,14.0,7.8,5.283583333,0,7.1875,5.0,6.7575,QUARTZO
ALUNO-476,2023,3,7.9,10.0,4.1,13.0,7.0,6.492408333,0,7.34375,2.52,7.505,AGATA
ALUNO-478,2023,3,6.7,10.0,4.4,12.0,7.3,6.443616667,0,7.1875,2.52,7.2975,AGATA
ALUNO-410,2023,3,8.8,5.0,4.9,15.0,5.8,6.140808333,0,6.71875,7.52,6.0425,AGATA
ALUNO-411,2023,3,6.2,10.0,6.6,13.0,9.0,7.779983333,0,7.8125,7.52,7.5425,AMETISTA
ALUNO-412,2023,3,8.8,10.0,6.2,13.0,8.9,7.373891667,0,7.03125,2.52,7.585,AMETISTA
ALUNO-400,2023,3,9.2,5.0,4.1,15.0,9.0,6.529425,0,7.65625,2.52,7.375,AGATA
ALUNO-414,2023,3,0.0,10.0,6.5,13.0,9.5,7.25025,0,7.8125,7.52,7.585,AMETISTA
ALUNO-415,2023,3,7.1,10.0,3.7,12.0,8.2,7.18805,0,7.8125,7.52,7.8325,AMETISTA
ALUNO-1163,2023,3,8.8,5.0,7.2,14.0,9.3,7.749391667,1,7.65625,7.52,7.75,AMETISTA
ALUNO-273,2023,3,7.9,5.0,5.0,14.0,7.4,6.337116667,0,7.8125,2.52,7.6275,AGATA
ALUNO-471,2023,3,0.0,10.0,5.0,14.0,9.0,6.855541667,0,7.96875,6.27,8.125,AGATA
ALUNO-416,2023,3,9.2,10.0,7.6,13.0,9.8,8.144425,0,8.28125,2.52,8.3375,TOPÁZIO
ALUNO-417,2023,3,5.4,10.0,7.8,14.0,9.7,8.257658333,0,8.28125,7.52,8.2125,TOPÁZIO
ALUNO-305,2023,3,0.0,5.0,5.2,15.0,8.9,6.394291667,0,7.65625,7.52,7.75,AGATA
ALUNO-418,2023,3,8.8,10.0,8.1,11.0,10.0,8.1686,0,8.125,2.52,8.045,TOPÁZIO
ALUNO-419,2023,3,6.7,10.0,7.6,13.0,9.5,7.7261,0,8.125,2.52,7.875,AMETISTA
ALUNO-421,2023,3,9.2,10.0,7.3,12.0,9.9,8.030716667,0,7.8125,2.52,8.17,TOPÁZIO
ALUNO-407,2023,3,9.6,5.0,7.3,14.0,8.6,7.665083333,0,7.8125,7.52,7.5,AMETISTA
ALUNO-425,2023,3,9.2,10.0,7.5,13.0,9.9,8.10555,0,7.8125,2.52,8.3775,TOPÁZIO
ALUNO-426,2023,3,5.4,5.0,5.0,15.0,7.6,6.329158333,0,7.65625,5.0,7.5425,AGATA
ALUNO-430,2023,3,9.2,5.0,6.4,14.0,9.3,7.146716667,0,7.8125,2.52,7.75,AMETISTA
ALUNO-1164,2023,3,9.2,10.0,4.8,13.0,7.5,6.910091667,1,7.65625,2.52,7.545,AGATA
ALUNO-1165,2023,3,9.2,10.0,7.3,12.0,9.1,7.880716667,1,7.1875,5.0,7.2925,AMETISTA
ALUNO-432,2023,3,8.8,5.0,5.2,15.0,9.0,6.850183333,0,7.8125,2.52,8.0425,AGATA
ALUNO-303,2023,3,0.0,5.0,5.1,15.0,7.3,5.914291667,0,7.65625,7.52,7.05,QUARTZO
ALUNO-420,2023,3,8.3,10.0,5.3,12.0,9.3,7.356358333,0,7.65625,2.52,7.96,AMETISTA
ALUNO-1166,2023,3,8.3,5.0,4.8,15.0,9.6,7.307858333,1,7.65625,7.52,7.9175,AMETISTA
ALUNO-1167,2023,3,8.8,2.5,3.8,16.0,7.6,6.021891667,1,7.65625,2.52,7.9625,AGATA
ALUNO-424,2023,3,8.8,10.0,6.4,13.0,9.9,7.72685,0,7.8125,2.52,7.7925,AMETISTA
ALUNO-398,2023,3,6.7,10.0,6.5,11.0,8.1,7.153766667,0,7.5,2.52,7.7925,AMETISTA
ALUNO-399,2023,3,7.9,10.0,4.7,13.0,8.2,7.000033333,0,7.5,2.52,8.165,AMETISTA
ALUNO-428,2023,3,8.3,10.0,7.2,14.0,9.5,7.821816667,0,7.8125,2.52,8.0425,AMETISTA
ALUNO-315,2023,3,0.0,5.0,6.3,14.0,6.8,5.977708333,0,7.96875,5.0,7.8375,QUARTZO
ALUNO-402,2023,3,9.2,10.0,4.2,13.0,7.3,6.632716667,0,7.8125,2.52,6.88,AGATA
ALUNO-1168,2023,3,0.0,10.0,3.5,13.0,8.8,5.886625,1,7.65625,2.52,7.045,QUARTZO
ALUNO-613,2023,3,9.2,5.0,4.8,14.0,9.4,6.864508333,0,6.71875,5.0,7.2125,AGATA
ALUNO-304,2023,3,0.0,5.0,5.7,16.0,8.8,6.241583333,0,7.8125,5.0,7.835,AGATA
ALUNO-457,2023,3,7.5,10.0,8.1,13.0,8.6,8.256833333,0,8.125,7.52,8.045,TOPÁZIO
ALUNO-307,2023,3,0.0,5.0,6.3,15.0,6.5,6.047333333,0,7.5,7.52,7.46,AGATA
ALUNO-283,2023,3,8.3,5.0,6.8,15.0,9.5,7.549025,0,7.03125,7.52,7.5025,AMETISTA
ALUNO-459,2023,3,6.7,10.0,8.3,13.0,9.3,8.240016667,0,7.1875,7.52,7.88,TOPÁZIO
ALUNO-440,2023,3,0.0,10.0,6.2,12.0,8.2,6.989208333,0,7.96875,7.52,7.835,AGATA
ALUNO-443,2023,3,7.1,5.0,7.6,14.0,7.5,6.895508333,0,7.96875,2.52,8.125,AGATA
ALUNO-454,2023,3,0.0,5.0,2.6,15.0,7.5,4.603416667,0,4.6875,5.0,5.54,QUARTZO
ALUNO-444,2023,3,0.0,10.0,4.7,11.0,7.9,5.958791667,0,6.40625,5.0,6.4575,QUARTZO
ALUNO-170,2023,3,8.8,5.0,7.2,15.0,8.9,7.062433333,0,6.875,2.52,7.6725,AMETISTA
ALUNO-1169,2023,3,7.5,5.0,6.3,14.0,9.5,7.213625,1,7.03125,5.0,8.0025,AMETISTA
ALUNO-458,2023,3,9.6,5.0,3.8,14.0,6.9,6.312083333,0,7.1875,7.52,6.2475,AGATA
ALUNO-1170,2023,3,8.8,5.0,5.9,14.0,7.7,6.874683333,1,7.1875,7.52,6.5775,AGATA
ALUNO-1171,2023,3,7.9,5.0,8.7,14.0,8.4,7.856033333,1,8.75,5.0,8.88,AMETISTA
ALUNO-449,2023,3,7.1,10.0,7.0,12.0,7.2,7.396508333,0,7.34375,7.52,6.8425,AMETISTA
ALUNO-462,2023,3,10.0,5.0,2.7,15.0,8.1,6.2267,0,7.5,5.0,6.5825,AGATA
ALUNO-176,2023,4,9.6,10.0,8.0,14.0,9.5,8.316833333,0,8.125,2.52,9.0025,TOPÁZIO
ALUNO-178,2023,4,7.9,10.0,5.9,14.0,8.7,7.406658333,0,7.65625,2.52,8.42,AMETISTA
ALUNO-193,2023,4,8.3,10.0,6.5,13.0,9.4,7.718566667,0,8.125,2.52,8.17,AMETISTA
ALUNO-1172,2023,4,8.3,5.0,6.7,16.0,7.8,7.030108333,1,8.59375,2.52,8.46,AMETISTA
ALUNO-180,2023,4,9.2,10.0,8.0,13.0,9.4,8.283216667,0,8.4375,2.52,8.92,TOPÁZIO
ALUNO-181,2023,4,9.6,10.0,6.8,14.0,8.3,7.671208333,0,7.96875,2.52,8.2525,AMETISTA
ALUNO-195,2023,4,7.1,10.0,6.0,14.0,9.2,7.60205,0,8.4375,2.52,8.79,AMETISTA
ALUNO-196,2023,4,7.9,10.0,6.2,13.0,9.0,7.560991667,0,8.28125,2.52,8.2125,AMETISTA
ALUNO-211,2023,4,9.6,10.0,7.1,14.0,9.4,8.024791667,0,7.65625,2.52,8.71,TOPÁZIO
ALUNO-197,2023,4,8.3,10.0,7.2,13.0,9.8,7.967608333,0,7.96875,2.52,8.46,AMETISTA
ALUNO-229,2023,4,9.2,10.0,7.8,13.0,9.8,8.207591667,0,8.28125,2.52,8.42,TOPÁZIO
ALUNO-186,2023,4,7.5,10.0,6.9,14.0,9.7,7.817541667,0,7.96875,2.52,8.46,AMETISTA
ALUNO-189,2023,4,7.9,10.0,6.5,14.0,9.4,7.727325,0,8.28125,2.52,8.3775,AMETISTA
ALUNO-191,2023,4,0.0,10.0,7.8,14.0,9.7,7.263666667,0,8.125,2.52,8.4625,AMETISTA
ALUNO-1173,2023,4,8.8,10.0,6.0,14.0,9.7,7.67285,1,7.8125,2.52,8.1225,AMETISTA
ALUNO-217,2023,4,8.3,5.0,5.6,16.0,8.6,6.96965,0,8.4375,2.52,8.5025,AGATA
ALUNO-1174,2023,4,9.2,5.0,6.8,15.0,8.7,7.333591667,1,8.90625,2.52,8.3375,AMETISTA
ALUNO-192,2023,4,8.8,5.0,6.5,16.0,6.2,6.616016667,0,7.1875,5.0,7.3775,AGATA
ALUNO-184,2023,4,7.9,10.0,7.1,13.0,9.5,8.430241667,0,8.59375,7.52,8.5025,TOPÁZIO
ALUNO-200,2023,4,9.6,5.0,4.3,16.0,4.5,5.661166667,0,7.5,2.52,7.17,QUARTZO
ALUNO-1175,2023,4,8.3,2.5,6.3,0.0,5.3,5.939858333,1,7.65625,2.52,7.6275,QUARTZO
ALUNO-204,2023,4,8.8,10.0,7.1,14.0,7.9,7.557558333,0,8.28125,2.52,8.045,AMETISTA
ALUNO-1176,2023,4,8.3,10.0,8.2,13.0,9.3,8.881483333,1,9.6875,7.52,9.17,TOPÁZIO
ALUNO-1177,2023,4,10.0,10.0,7.2,14.0,9.9,8.345491667,1,8.90625,2.52,8.88,TOPÁZIO
ALUNO-215,2023,4,8.8,10.0,6.9,14.0,6.6,7.166475,0,7.96875,2.52,7.7125,AMETISTA
ALUNO-1178,2023,4,8.8,5.0,5.7,16.0,9.3,7.066475,1,7.96875,2.52,8.2125,AMETISTA
ALUNO-149,2023,4,8.8,5.0,4.7,16.0,4.2,5.622266667,0,7.5,2.52,7.2925,QUARTZO
ALUNO-1179,2023,4,9.6,5.0,5.0,0.0,8.1,6.631333333,1,6.875,4.38,7.17,AGATA
ALUNO-218,2023,4,0.0,5.0,6.7,15.0,6.7,5.811541667,0,7.96875,2.52,7.88,QUARTZO
ALUNO-220,2023,4,8.8,10.0,6.1,14.0,7.6,7.102016667,0,7.1875,2.52,7.5475,AMETISTA
ALUNO-202,2023,4,8.8,5.0,5.9,15.0,7.9,6.791641667,0,7.96875,2.52,8.005,AGATA
ALUNO-1180,2023,4,8.3,5.0,5.4,15.0,9.5,7.067983333,1,7.1875,5.0,7.7125,AMETISTA
ALUNO-1181,2023,4,8.8,10.0,4.8,14.0,8.3,6.971266667,1,7.5,2.52,7.3375,AGATA
ALUNO-1182,2023,4,7.5,5.0,4.2,0.0,6.3,5.709808333,1,6.71875,2.52,7.2125,QUARTZO
ALUNO-205,2023,4,9.6,5.0,6.6,15.0,7.6,6.857625,0,7.03125,4.38,7.09,AGATA
ALUNO-1183,2023,4,7.5,5.0,5.3,15.0,8.7,6.269541667,1,6.09375,2.52,6.7575,AGATA
ALUNO-237,2023,4,8.3,5.0,6.7,15.0,9.5,7.436566667,0,8.125,2.52,8.96,AMETISTA
ALUNO-147,2023,4,0.0,5.0,4.5,15.0,7.0,5.5425,0,6.875,5.63,7.46,QUARTZO
ALUNO-240,2023,4,7.1,10.0,4.8,14.0,6.7,6.337966667,0,6.875,2.52,6.9175,AGATA
ALUNO-1184,2023,4,8.3,5.0,7.3,16.0,8.3,7.381566667,1,8.125,5.0,8.045,AMETISTA
ALUNO-241,2023,4,0.0,5.0,7.5,15.0,9.9,7.016,0,8.75,2.52,9.545,AMETISTA
ALUNO-242,2023,4,7.1,10.0,7.9,14.0,9.7,8.221841667,0,8.59375,2.52,9.3775,TOPÁZIO
ALUNO-138,2023,4,10.0,5.0,4.3,16.0,7.9,6.784075,0,7.34375,6.26,7.4175,AGATA
ALUNO-244,2023,4,0.0,10.0,7.3,13.0,8.8,7.044333333,0,8.125,2.52,8.8325,AMETISTA
ALUNO-245,2023,4,0.0,5.0,8.1,15.0,10.0,7.171166667,0,8.75,2.52,9.5875,AMETISTA
ALUNO-246,2023,4,8.8,10.0,6.8,14.0,9.9,8.256766667,0,8.125,4.39,8.9175,TOPÁZIO
ALUNO-141,2023,4,9.6,5.0,4.5,15.0,8.4,6.719791667,0,7.03125,5.63,7.0425,AGATA
ALUNO-239,2023,4,0.0,5.0,7.0,16.0,8.4,6.411333333,0,8.125,5.0,7.6275,AGATA
ALUNO-1185,2023,4,7.5,10.0,7.5,0.0,9.1,8.02675,1,7.8125,5.0,8.3775,TOPÁZIO
ALUNO-262,2023,4,0.0,5.0,3.8,16.0,3.7,4.406458333,0,7.03125,5.0,6.05,QUARTZO
ALUNO-1186,2023,4,8.8,5.0,5.5,0.0,9.8,7.281433333,1,6.875,6.89,7.3825,AMETISTA
ALUNO-397,2023,4,7.5,5.0,4.6,15.0,7.9,6.207083333,0,7.1875,2.52,7.465,AGATA
ALUNO-1187,2023,4,8.8,10.0,5.3,13.0,6.9,6.644475,1,7.34375,2.52,6.715,AGATA
ALUNO-145,2023,4,7.9,2.5,6.2,17.0,9.0,5.846,0,7.96875,0.0,7.4625,QUARTZO
ALUNO-265,2023,4,8.3,10.0,7.0,14.0,8.7,7.926,0,7.96875,0.0,7.88,AMETISTA
ALUNO-254,2023,4,9.6,5.0,5.9,15.0,8.8,6.715,0,7.8125,0.0,7.71,ÁGATA
ALUNO-267,2023,4,7.9,5.0,2.7,16.0,7.7,6.012,0,4.6875,0.0,6.505,ÁGATA
ALUNO-295,2023,4,8.8,5.0,7.7,15.0,8.8,7.641016667,0,9.0625,2.52,9.005,AMETISTA
ALUNO-269,2023,4,9.6,10.0,7.4,14.0,9.0,8.116041667,0,8.59375,2.52,8.7975,TOPÁZIO
ALUNO-313,2023,4,9.2,10.0,3.9,14.0,8.7,7.011091667,0,7.65625,2.52,7.75,AMETISTA
ALUNO-1190,2023,4,0.0,10.0,4.2,0.0,9.2,6.330041667,1,7.34375,5.0,7.045,AGATA
ALUNO-301,2023,4,9.2,10.0,5.2,14.0,5.4,6.760341667,0,6.71875,7.52,6.465,AGATA
ALUNO-286,2023,4,0.0,5.0,4.7,15.0,7.5,5.713333333,0,8.125,5.0,7.3375,QUARTZO
ALUNO-1191,2023,4,7.5,10.0,3.7,0.0,7.2,6.175333333,1,5.0,5.0,6.26,AGATA
ALUNO-1192,2023,4,7.9,5.0,5.8,15.0,8.7,6.780741667,1,7.96875,2.52,7.6675,AGATA
ALUNO-174,2023,4,7.9,5.0,5.1,16.0,5.6,6.1242,0,7.5,5.0,7.2125,AGATA
ALUNO-1193,2023,4,0.0,10.0,4.1,14.0,7.8,6.018083333,1,7.1875,5.0,7.13,AGATA
ALUNO-308,2023,4,5.4,10.0,4.9,14.0,6.8,6.578558333,0,7.03125,5.0,7.5025,AGATA
ALUNO-152,2023,4,7.9,5.0,4.5,16.0,7.7,6.30695,0,7.8125,2.52,7.71,AGATA
ALUNO-270,2023,4,9.2,10.0,6.6,14.0,9.0,7.982633333,0,8.75,2.52,9.1275,AMETISTA
ALUNO-271,2023,4,0.0,5.0,5.9,16.0,9.3,6.140333333,0,8.125,2.52,7.7125,AGATA
ALUNO-299,2023,4,0.0,10.0,6.1,14.0,9.6,6.796541667,0,7.96875,2.52,8.005,AGATA
ALUNO-316,2023,4,10.0,10.0,5.7,14.0,9.5,8.436908333,0,8.59375,7.52,8.96,TOPÁZIO
ALUNO-318,2023,4,7.9,5.0,4.9,15.0,8.1,6.856575,0,7.96875,6.26,7.71,AGATA
ALUNO-274,2023,4,7.5,10.0,7.5,12.0,9.5,8.137625,0,7.65625,5.63,8.295,TOPÁZIO
ALUNO-320,2023,4,9.2,10.0,5.5,14.0,9.9,8.393508333,0,8.59375,7.52,8.96,TOPÁZIO
ALUNO-277,2023,4,8.3,5.0,5.5,15.0,9.9,7.7284,0,8.125,7.52,8.7525,AMETISTA
ALUNO-278,2023,4,0.0,10.0,5.6,13.0,9.8,7.1935,0,8.75,5.63,8.3775,AMETISTA
ALUNO-291,2023,4,8.8,10.0,7.1,14.0,8.6,8.493058333,0,8.90625,7.52,9.21,TOPÁZIO
ALUNO-306,2023,4,0.0,5.0,4.0,15.0,7.9,5.732375,0,7.34375,6.26,7.46,QUARTZO
ALUNO-279,2023,4,8.8,10.0,8.9,14.0,10.0,9.006266667,0,8.75,6.27,9.2125,TOPÁZIO
ALUNO-280,2023,4,6.7,10.0,6.5,14.0,9.5,8.189225,0,8.28125,7.52,8.7125,TOPÁZIO
ALUNO-276,2023,4,6.3,10.0,5.5,15.0,8.5,6.690458333,0,7.03125,2.52,6.585,AGATA
ALUNO-285,2023,4,8.3,2.5,4.7,17.0,4.6,5.380358333,0,7.65625,2.52,7.13,QUARTZO
ALUNO-1194,2023,4,8.8,10.0,6.1,13.0,9.0,7.671933333,1,7.5,5.0,7.6675,AMETISTA
ALUNO-287,2023,4,0.0,2.5,3.9,18.0,4.8,3.745541667,0,4.21875,2.52,5.375,QUARTZO
ALUNO-319,2023,4,9.6,10.0,7.2,14.0,9.2,8.367208333,0,8.59375,5.0,8.88,TOPÁZIO
ALUNO-321,2023,4,8.3,10.0,6.2,13.0,9.4,7.695233333,0,8.125,2.52,8.42,AMETISTA
ALUNO-1195,2023,4,0.0,2.5,5.4,17.0,8.3,5.677291667,0,8.28125,2.52,8.0025,QUARTZO
ALUNO-159,2023,4,7.9,5.0,6.3,16.0,8.1,6.805033333,0,8.125,2.52,7.8775,AGATA
ALUNO-322,2023,4,6.7,10.0,5.3,14.0,8.3,7.037808333,0,7.96875,2.52,8.045,AMETISTA
ALUNO-251,2023,4,9.6,5.0,5.3,16.0,8.0,6.665208333,0,7.34375,2.52,7.835,AGATA
ALUNO-116,2023,5,6.7,5.0,4.7,17.0,7.6,6.433075,0,7.96875,5.0,7.5475,AGATA
ALUNO-103,2023,5,8.3,10.0,7.1,14.0,9.2,8.0239,0,8.125,5.0,8.09,TOPÁZIO
ALUNO-42,2023,5,8.8,5.0,5.7,16.0,8.6,6.794516667,0,6.5625,5.63,6.6675,AGATA
ALUNO-121,2023,5,6.3,5.0,6.0,17.0,8.8,6.811875,0,7.34375,5.0,7.4625,AGATA
ALUNO-106,2023,5,7.9,10.0,7.3,15.0,9.1,7.769658333,0,7.03125,5.0,7.5075,AMETISTA
