NOME,ANO,FASE,IAA,IAN,IDA,IDADE,IEG,INDE,INGRESSANTE,IPP,IPS,IPV,PEDRA
ALUNO-738,2022,0,8.5,10.0,5.7,8.0,8.1,7.227,1,0.0,5.6,7.5,AMETISTA
ALUNO-739,2022,0,6.4,10.0,5.9,8.0,7.3,6.82,1,0.0,5.6,7.083,ÁGATA
ALUNO-740,2022,0,8.5,5.0,7.2,9.0,9.0,7.218,1,0.0,5.6,7.5,AMETISTA
ALUNO-741,2022,0,9.5,5.0,6.3,10.0,8.4,6.896,1,0.0,5.6,7.417,ÁGATA
ALUNO-742,2022,0,8.5,5.0,7.3,9.0,8.7,7.097,1,0.0,5.0,7.5,AMETISTA
ALUNO-743,2022,0,10.0,5.0,4.8,9.0,7.9,6.672,1,0.0,5.6,7.5,ÁGATA
ALUNO-744,2022,0,9.5,10.0,6.2,8.0,9.7,7.742,1,0.0,5.6,7.5,AMETISTA
ALUNO-745,2022,0,9.0,5.0,8.1,9.0,8.5,7.382,0,0.0,5.6,7.75,AMETISTA
ALUNO-746,2022,0,8.0,10.0,7.2,8.0,9.1,7.656,1,0.0,5.6,7.417,AMETISTA
ALUNO-747,2022,0,10.0,5.0,8.8,11.0,7.6,7.676,1,0.0,7.5,7.917,AMETISTA
ALUNO-748,2022,0,10.0,5.0,9.1,9.0,9.0,8.084,1,0.0,7.5,8.25,TOPÁZIO
ALUNO-749,2022,0,9.5,5.0,8.8,9.0,7.7,7.484,1,0.0,7.5,7.25,AMETISTA
ALUNO-750,2022,0,9.5,5.0,6.8,10.0,8.9,6.344,0,0.0,4.4,5.167,ÁGATA
ALUNO-751,2022,0,8.5,5.0,3.8,11.0,5.8,5.246,1,0.0,7.5,6.167,QUARTZO
ALUNO-752,2022,0,10.0,5.0,9.5,11.0,9.0,8.197,1,0.0,7.5,8.417,TOPÁZIO
ALUNO-753,2022,0,9.5,10.0,9.1,8.0,8.6,8.481,1,0.0,7.5,8.417,TOPÁZIO
ALUNO-754,2022,0,10.0,5.0,7.9,9.0,5.8,6.602,1,0.0,4.4,6.917,ÁGATA
ALUNO-755,2022,0,9.5,10.0,9.5,8.0,9.2,8.566,1,0.0,6.9,8.083,TOPÁZIO
ALUNO-756,2022,0,10.0,5.0,5.7,9.0,7.9,6.976,1,0.0,7.5,7.25,ÁGATA
ALUNO-757,2022,0,9.5,5.0,9.7,9.0,9.3,8.26,1,0.0,7.5,8.5,TOPÁZIO
ALUNO-758,2022,0,9.0,5.0,8.1,9.0,9.1,7.911,1,0.0,7.5,8.333,AMETISTA
ALUNO-759,2022,0,9.0,5.0,7.5,10.0,8.6,7.563,0,0.0,7.5,7.833,AMETISTA
ALUNO-760,2022,0,9.0,5.0,8.8,11.0,9.2,8.172,0,0.0,7.5,8.917,TOPÁZIO
ALUNO-761,2022,0,10.0,5.0,8.2,9.0,9.4,8.06,1,0.0,7.5,8.25,TOPÁZIO
ALUNO-762,2022,0,10.0,2.5,6.7,12.0,9.7,7.28,1,0.0,7.5,7.083,AMETISTA
ALUNO-763,2022,0,9.5,5.0,6.5,10.0,9.7,7.402,0,0.0,7.5,7.167,AMETISTA
ALUNO-764,2022,0,9.0,10.0,7.5,8.0,8.8,8.004,1,0.0,7.5,7.667,AMETISTA
ALUNO-765,2022,0,8.5,5.0,4.3,9.0,9.3,6.902,1,0.0,7.5,7.417,ÁGATA
ALUNO-766,2022,0,10.0,5.0,8.7,11.0,9.5,8.185,0,0.0,7.5,8.333,TOPÁZIO
ALUNO-767,2022,0,9.5,5.0,7.0,10.0,9.0,7.511,0,0.0,7.5,7.583,AMETISTA
ALUNO-768,2022,0,9.0,5.0,7.1,10.0,10.0,7.646,0,0.0,7.5,7.583,AMETISTA
ALUNO-769,2022,0,10.0,5.0,7.9,9.0,7.5,7.598,1,0.0,7.5,8.5,AMETISTA
ALUNO-770,2022,0,9.5,10.0,8.3,7.0,8.9,8.143,1,0.0,7.5,7.333,TOPÁZIO
ALUNO-771,2022,0,10.0,10.0,7.0,7.0,8.3,7.873,1,0.0,7.5,7.5,AMETISTA
ALUNO-772,2022,0,9.0,5.0,9.2,11.0,5.4,6.994,0,0.0,7.5,7.25,ÁGATA
ALUNO-773,2022,0,10.0,5.0,8.1,9.0,6.8,6.922,1,0.0,5.0,7.083,ÁGATA
ALUNO-774,2022,0,10.0,10.0,6.1,8.0,7.8,7.587,1,0.0,7.5,7.417,AMETISTA
ALUNO-775,2022,0,7.9,5.0,5.7,10.0,5.7,5.79,0,0.0,4.4,6.417,QUARTZO
ALUNO-776,2022,0,0.0,5.0,1.7,9.0,4.3,3.898,1,0.0,4.4,6.333,QUARTZO
ALUNO-777,2022,0,8.0,10.0,5.3,8.0,7.7,7.096,1,0.0,7.5,7.0,AMETISTA
ALUNO-778,2022,0,10.0,5.0,7.1,9.0,6.7,7.432,0,0.0,7.5,8.833,AMETISTA
ALUNO-779,2022,0,9.5,5.0,2.6,10.0,5.0,5.702,1,0.0,7.5,7.083,QUARTZO
ALUNO-780,2022,0,8.0,5.0,6.9,9.0,7.6,6.955,1,0.0,7.5,7.167,ÁGATA
ALUNO-781,2022,0,10.0,5.0,8.3,9.0,8.9,7.786,0,0.0,7.5,7.75,AMETISTA
ALUNO-782,2022,0,9.5,10.0,6.0,8.0,8.4,7.485,1,0.0,7.5,7.0,AMETISTA
ALUNO-783,2022,0,9.5,10.0,6.0,8.0,5.8,6.996,0,0.0,7.5,6.917,ÁGATA
ALUNO-784,2022,0,9.5,5.0,8.2,9.0,10.0,8.34,1,0.0,7.5,9.25,TOPÁZIO
ALUNO-785,2022,0,9.0,5.0,8.4,9.0,8.6,7.642,1,0.0,7.5,7.667,AMETISTA
ALUNO-786,2022,0,9.0,5.0,6.1,11.0,9.5,7.004,0,0.0,5.6,7.167,ÁGATA
ALUNO-787,2022,0,8.5,10.0,3.4,8.0,9.5,7.205,1,0.0,7.5,7.25,AMETISTA
ALUNO-788,2022,0,10.0,10.0,8.0,8.0,9.3,8.264,0,0.0,5.6,8.667,TOPÁZIO
ALUNO-789,2022,0,9.0,10.0,4.2,7.0,9.4,7.405,1,0.0,7.5,7.417,AMETISTA
ALUNO-790,2022,0,9.0,5.0,7.8,11.0,8.9,7.504,1,0.0,7.5,7.417,AMETISTA
ALUNO-791,2022,0,9.5,5.0,6.5,11.0,8.7,7.507,1,0.0,7.5,8.5,AMETISTA
ALUNO-792,2022,0,9.5,5.0,6.2,9.0,8.0,7.025,1,0.0,7.5,7.167,ÁGATA
ALUNO-793,2022,0,9.5,5.0,6.0,10.0,7.6,6.894,1,0.0,7.5,7.333,ÁGATA
ALUNO-794,2022,0,9.5,10.0,4.1,8.0,8.9,7.335,1,0.0,7.5,7.333,AMETISTA
ALUNO-795,2022,0,9.0,10.0,7.3,8.0,9.7,8.064,1,0.0,7.5,7.333,TOPÁZIO
ALUNO-796,2022,0,9.5,5.0,5.4,10.0,9.3,7.232,1,0.0,7.5,7.667,AMETISTA
ALUNO-797,2022,0,9.0,5.0,7.3,10.0,8.5,7.217,0,0.0,7.5,7.5,AMETISTA
ALUNO-798,2022,0,8.0,5.0,6.3,10.0,8.3,7.049,1,0.0,7.5,7.667,AMETISTA
ALUNO-799,2022,0,8.0,5.0,7.8,10.0,9.6,7.676,1,0.0,7.5,7.917,AMETISTA
ALUNO-800,2022,0,8.0,10.0,6.1,8.0,5.4,6.818,1,0.0,7.5,7.5,ÁGATA
ALUNO-801,2022,0,7.0,5.0,6.8,9.0,6.6,6.644,1,0.0,7.5,7.5,ÁGATA
ALUNO-802,2022,0,9.0,5.0,8.3,9.0,9.0,7.831,0,0.0,7.5,8.333,AMETISTA
ALUNO-803,2022,0,10.0,5.0,6.3,10.0,7.2,6.98,1,0.0,7.5,7.417,ÁGATA
ALUNO-804,2022,0,10.0,5.0,4.8,10.0,8.4,6.848,1,0.0,6.3,7.667,ÁGATA
ALUNO-805,2022,0,9.5,10.0,8.8,8.0,9.0,8.279,0,0.0,7.5,7.333,TOPÁZIO
ALUNO-806,2022,0,9.5,10.0,6.6,8.0,7.3,7.561,1,0.0,7.5,7.917,AMETISTA
ALUNO-807,2022,0,9.5,10.0,9.0,8.0,8.7,8.121,1,0.0,6.3,7.5,TOPÁZIO
ALUNO-808,2022,0,10.0,10.0,9.3,8.0,9.1,8.361,1,0.0,6.3,8.0,TOPÁZIO
ALUNO-809,2022,0,10.0,10.0,6.3,7.0,6.6,7.259,1,0.0,6.3,7.417,AMETISTA
ALUNO-810,2022,0,8.5,10.0,9.6,8.0,9.1,7.887,0,0.0,5.0,7.25,AMETISTA
ALUNO-811,2022,0,8.9,5.0,7.3,9.0,5.7,6.575,0,0.0,5.6,7.667,ÁGATA
ALUNO-812,2022,0,9.0,10.0,7.4,8.0,8.1,7.497,1,0.0,5.6,7.333,AMETISTA
ALUNO-813,2022,0,9.5,10.0,6.0,8.0,6.5,7.093,1,0.0,6.9,7.417,AMETISTA
ALUNO-814,2022,0,8.9,5.0,7.5,9.0,9.0,7.592,1,0.0,6.9,8.417,AMETISTA
ALUNO-815,2022,0,10.0,5.0,6.5,9.0,7.9,6.81,1,0.0,5.6,7.0,ÁGATA
ALUNO-816,2022,0,10.0,5.0,9.6,9.0,9.3,8.513,1,0.0,7.5,9.417,TOPÁZIO
ALUNO-817,2022,0,10.0,10.0,7.1,8.0,8.7,7.819,1,0.0,6.3,7.417,AMETISTA
ALUNO-818,2022,0,9.5,10.0,6.2,7.0,7.3,7.483,1,0.0,7.5,7.5,AMETISTA
ALUNO-819,2022,0,10.0,10.0,7.3,8.0,7.9,7.741,1,0.0,7.5,7.333,AMETISTA
ALUNO-820,2022,0,9.5,5.0,6.0,9.0,10.0,7.417,1,0.0,6.9,7.583,AMETISTA
ALUNO-821,2022,0,9.0,5.0,4.6,10.0,7.0,6.342,1,0.0,7.5,6.917,ÁGATA
ALUNO-822,2022,0,8.0,5.0,6.1,10.0,8.4,6.922,1,0.0,7.5,7.083,ÁGATA
ALUNO-823,2022,0,10.0,5.0,2.8,10.0,6.0,5.989,0,0.0,7.5,7.167,QUARTZO
ALUNO-824,2022,0,10.0,10.0,6.0,8.0,4.4,6.799,1,0.0,6.9,7.333,ÁGATA
ALUNO-825,2022,0,7.5,5.0,7.6,9.0,8.2,7.25,0,0.0,6.9,7.917,AMETISTA
ALUNO-826,2022,0,9.5,10.0,5.4,8.0,9.6,7.776,1,0.0,7.5,7.5,AMETISTA
ALUNO-827,2022,0,9.5,5.0,7.6,10.0,7.0,7.412,1,0.0,7.5,8.667,AMETISTA
ALUNO-828,2022,0,9.5,5.0,6.9,9.0,7.1,7.139,1,0.0,7.5,7.833,AMETISTA
ALUNO-829,2022,0,9.0,10.0,7.8,8.0,8.6,8.003,1,0.0,7.5,7.5,AMETISTA
ALUNO-830,2022,0,10.0,5.0,6.0,9.0,8.6,7.234,1,0.0,7.5,7.5,AMETISTA
ALUNO-831,2022,0,9.5,5.0,7.2,9.0,9.2,7.41,1,0.0,7.5,7.167,AMETISTA
ALUNO-832,2022,0,10.0,5.0,8.8,9.0,9.2,8.179,1,0.0,7.5,8.833,TOPÁZIO
ALUNO-833,2022,0,10.0,5.0,7.8,9.0,9.5,7.791,1,0.0,7.5,7.583,AMETISTA
ALUNO-834,2022,0,9.0,5.0,9.0,9.0,9.0,8.136,1,0.0,7.5,9.083,TOPÁZIO
ALUNO-835,2022,0,6.9,10.0,7.5,8.0,7.3,7.263,1,0.0,7.5,6.667,AMETISTA
ALUNO-836,2022,0,8.5,5.0,9.2,9.0,8.3,7.665,1,0.0,7.5,7.583,AMETISTA
ALUNO-837,2022,0,8.5,10.0,8.8,8.0,9.0,8.207,1,0.0,7.5,7.5,TOPÁZIO
ALUNO-838,2022,0,10.0,5.0,6.3,9.0,7.4,7.461,1,0.0,7.5,9.417,AMETISTA
ALUNO-839,2022,0,0.0,5.0,5.4,9.0,5.1,5.198,1,0.0,7.5,6.583,QUARTZO
ALUNO-840,2022,0,9.0,10.0,7.8,8.0,8.2,7.875,1,0.0,7.5,7.5,AMETISTA
ALUNO-841,2022,0,8.5,5.0,7.2,11.0,8.5,7.3,1,0.0,7.5,7.5,AMETISTA
ALUNO-842,2022,0,7.5,10.0,9.1,8.0,8.3,7.952,1,0.0,7.5,8.25,AMETISTA
ALUNO-843,2022,0,8.5,10.0,9.2,8.0,9.0,8.538,1,0.0,7.5,8.417,TOPÁZIO
ALUNO-844,2022,0,0.0,10.0,5.9,8.0,5.0,6.253,1,0.0,8.1,8.333,ÁGATA
ALUNO-845,2022,0,10.0,10.0,8.7,8.0,8.8,8.491,1,0.0,7.5,8.417,TOPÁZIO
ALUNO-846,2022,0,9.0,10.0,5.9,7.0,7.2,7.412,1,0.0,7.5,7.917,AMETISTA
ALUNO-847,2022,0,7.9,5.0,7.7,9.0,8.2,6.839,1,0.0,4.4,7.417,ÁGATA
ALUNO-848,2022,0,9.5,5.0,9.0,9.0,7.0,7.488,1,0.0,7.5,7.833,AMETISTA
ALUNO-849,2022,0,8.5,5.0,9.1,9.0,8.3,7.369,1,0.0,7.5,7.417,AMETISTA
ALUNO-850,2022,0,10.0,10.0,8.5,8.0,7.3,7.641,1,0.0,7.5,7.167,AMETISTA
ALUNO-851,2022,0,9.0,10.0,8.3,8.0,7.9,7.515,1,0.0,7.5,6.583,AMETISTA
ALUNO-852,2022,0,9.0,10.0,2.1,7.0,6.8,5.666,1,0.0,5.0,5.5,QUARTZO
ALUNO-853,2022,0,10.0,10.0,8.5,8.0,9.6,8.616,1,0.0,7.5,8.5,TOPÁZIO
ALUNO-854,2022,0,8.0,10.0,9.3,8.0,9.0,8.098,1,0.0,7.5,7.167,TOPÁZIO
ALUNO-855,2022,0,10.0,5.0,9.7,9.0,9.6,8.453,1,0.0,7.5,9.0,TOPÁZIO
ALUNO-856,2022,0,10.0,10.0,8.4,7.0,9.1,8.398,1,0.0,7.5,8.0,TOPÁZIO
ALUNO-857,2022,0,8.5,5.0,9.5,9.0,8.9,8.154,1,0.0,7.5,9.083,TOPÁZIO
ALUNO-858,2022,0,10.0,10.0,7.7,7.0,7.1,7.523,1,0.0,5.6,7.333,AMETISTA
ALUNO-859,2022,0,8.5,10.0,8.9,7.0,8.7,8.325,1,0.0,7.5,8.25,TOPÁZIO
ALUNO-860,2022,0,9.5,10.0,8.1,7.0,8.5,8.136,1,0.0,7.5,7.75,TOPÁZIO
ALUNO-861,2023,0,9.5,10.0,9.6,8.0,10.0,9.31095,1,8.4375,8.13,8.92,TOPÁZIO
ALUNO-862,2023,0,8.5,5.0,8.9,9.0,9.1,8.2212,1,7.5,8.14,8.585,TOPÁZIO
ALUNO-863,2023,0,0.0,10.0,6.3,7.0,7.6,5.92975,1,5.9375,3.14,6.26,QUARTZO
ALUNO-864,2023,0,0.0,10.0,6.3,0.0,7.6,7.034,1,7.5,8.14,8.5,AMETISTA
ALUNO-865,2023,0,8.5,10.0,7.4,8.0,8.7,8.1552,1,7.5,7.52,7.915,TOPÁZIO
ALUNO-866,2023,0,0.0,10.0,8.6,0.0,8.3,7.679,1,7.5,8.76,8.415,AMETISTA
ALUNO-867,2023,0,9.0,10.0,8.9,8.0,8.6,8.6992,1,7.5,8.76,8.415,TOPÁZIO
ALUNO-868,2023,0,10.0,10.0,7.1,7.0,9.5,8.63895,1,7.1875,8.76,8.67,TOPÁZIO
ALUNO-869,2023,0,9.0,10.0,9.6,8.0,10.0,9.2587,1,8.125,8.76,8.75,TOPÁZIO
ALUNO-870,2023,0,0.0,5.0,1.5,9.0,8.5,4.909,1,5.0,8.76,5.165,QUARTZO
ALUNO-871,2023,0,9.0,5.0,6.9,9.0,9.5,6.8617,1,4.375,3.76,6.84,AGATA
ALUNO-872,2023,0,0.0,5.0,4.3,10.0,6.7,5.267,1,6.25,2.52,8.5,QUARTZO
ALUNO-873,2023,0,8.5,5.0,7.0,11.0,9.7,7.8012,1,6.25,7.52,8.67,AMETISTA
ALUNO-874,2023,0,0.0,5.0,4.8,9.0,8.2,5.811,1,6.25,7.52,6.67,QUARTZO
ALUNO-875,2023,0,9.5,5.0,7.3,9.0,9.5,8.2712,1,7.5,7.52,9.845,TOPÁZIO
ALUNO-876,2023,0,10.0,10.0,7.5,8.0,9.4,8.6492,1,7.5,7.52,8.835,TOPÁZIO
ALUNO-877,2023,0,9.5,5.0,6.9,9.0,9.5,7.4722,1,5.0,7.52,7.5,AMETISTA
ALUNO-878,2023,0,0.0,5.0,8.1,10.0,9.5,6.24,1,5.0,2.52,7.34,AGATA
ALUNO-879,2023,0,0.0,5.0,8.2,9.0,9.8,6.8225,1,6.875,2.52,8.915,AGATA
ALUNO-880,2023,0,0.0,10.0,6.3,7.0,9.4,6.724,1,6.25,2.52,8.585,AGATA
ALUNO-881,2023,0,10.0,10.0,7.3,8.0,8.9,7.7322,1,5.0,7.52,6.25,AMETISTA
ALUNO-882,2023,0,9.0,10.0,4.7,8.0,8.6,6.0092,1,3.75,2.52,4.16,AGATA
ALUNO-883,2023,0,9.5,10.0,8.4,0.0,9.7,8.5082,1,6.25,6.89,8.17,TOPÁZIO
ALUNO-884,2023,0,9.0,10.0,8.8,7.0,9.7,8.4587,1,6.875,4.39,8.66,TOPÁZIO
ALUNO-885,2023,0,9.0,10.0,8.7,7.0,9.8,8.8252,1,7.5,7.52,8.665,TOPÁZIO
ALUNO-886,2023,0,8.5,10.0,8.1,7.0,9.4,8.6422,1,7.5,7.52,9.0,TOPÁZIO
ALUNO-887,2023,0,8.9,10.0,8.4,8.0,8.9,8.6718,1,7.5,7.52,9.09,TOPÁZIO
ALUNO-888,2023,0,9.0,10.0,8.8,7.0,10.0,8.9182,1,7.5,7.52,8.83,TOPÁZIO
ALUNO-889,2023,0,8.5,10.0,9.1,8.0,9.5,8.8092,1,7.5,6.89,9.0,TOPÁZIO
ALUNO-890,2023,0,0.0,10.0,8.3,8.0,9.1,6.989,1,6.25,2.52,8.16,AGATA
ALUNO-891,2023,0,9.5,5.0,7.5,9.0,9.5,7.8882,1,7.5,6.89,7.995,AMETISTA
ALUNO-684,2023,0,9.0,10.0,6.5,8.0,8.1,7.4277,0,6.875,7.52,5.84,AMETISTA
ALUNO-892,2023,0,8.0,10.0,8.3,8.0,9.6,8.8112,1,7.5,6.89,10.01,TOPÁZIO
ALUNO-857,2023,0,8.5,5.0,8.5,9.0,9.0,8.1442,0,7.5,7.52,9.01,TOPÁZIO
ALUNO-893,2023,0,9.5,5.0,9.3,9.0,10.0,8.8042,1,7.5,7.52,10.01,TOPÁZIO
ALUNO-894,2023,0,9.5,5.0,9.4,9.0,9.9,8.8142,1,7.5,7.52,10.01,TOPÁZIO
ALUNO-690,2023,0,9.0,5.0,9.1,10.0,9.8,8.6112,0,7.5,6.89,10.01,TOPÁZIO
ALUNO-895,2023,0,9.5,10.0,6.8,8.0,9.5,8.5397,1,6.875,7.52,9.5,TOPÁZIO
ALUNO-896,2023,0,9.5,10.0,8.5,7.0,10.0,9.0912,1,7.5,6.89,10.01,TOPÁZIO
ALUNO-693,2023,0,10.0,10.0,8.5,8.0,9.4,9.0112,0,7.5,6.89,10.01,TOPÁZIO
ALUNO-675,2023,0,10.0,10.0,8.3,9.0,8.0,8.3577,0,6.875,7.52,8.34,TOPÁZIO
ALUNO-850,2023,0,0.0,5.0,7.3,9.0,7.9,6.06525,0,6.5625,6.26,6.265,AGATA
ALUNO-897,2023,0,0.0,5.0,6.5,9.0,8.1,5.48225,1,6.5625,7.52,3.32,QUARTZO
ALUNO-842,2023,0,9.0,5.0,7.9,9.0,8.5,7.2117,0,5.625,3.77,8.01,AMETISTA
ALUNO-898,2023,0,9.0,5.0,9.4,9.0,9.8,8.4217,1,8.125,3.77,10.01,TOPÁZIO
ALUNO-899,2023,0,10.0,10.0,9.5,8.0,9.8,8.8452,1,7.5,3.77,9.34,TOPÁZIO
ALUNO-900,2023,0,9.0,10.0,7.8,8.0,9.8,8.8947,1,8.125,9.38,8.67,TOPÁZIO
ALUNO-846,2023,0,9.5,10.0,6.0,8.0,8.2,7.4637,0,5.625,3.77,8.67,AMETISTA
ALUNO-901,2023,0,8.5,5.0,7.5,10.0,8.7,7.3112,1,6.25,3.77,8.595,AMETISTA
ALUNO-743,2023,0,0.0,5.0,7.1,10.0,9.1,6.659,0,7.5,3.77,9.01,AGATA
ALUNO-681,2023,0,0.0,5.0,8.3,10.0,7.8,6.2955,0,5.625,3.77,8.18,AGATA
ALUNO-902,2023,0,10.0,2.5,3.9,12.0,9.3,5.97345,1,5.3125,2.52,6.5,QUARTZO
ALUNO-903,2023,0,10.0,10.0,7.8,8.0,9.6,8.5242,1,7.5,5.02,9.01,TOPÁZIO
ALUNO-851,2023,0,8.4,5.0,6.6,9.0,7.5,6.1683,0,5.625,2.52,6.01,AGATA
ALUNO-847,2023,0,7.9,5.0,7.6,10.0,9.1,6.5418,0,5.0,2.52,5.84,AGATA
ALUNO-904,2023,0,9.0,10.0,6.4,7.0,9.3,8.140783333,1,7.8125,7.52,7.836666667,TOPÁZIO
ALUNO-858,2023,0,0.0,10.0,9.3,8.0,8.1,7.248833333,0,8.125,3.77,7.946666667,AMETISTA
ALUNO-905,2023,0,9.5,5.0,8.3,9.0,9.4,7.831033333,1,6.875,7.52,7.056666667,AMETISTA
ALUNO-702,2023,0,10.0,5.0,9.3,9.0,10.0,8.239866667,0,7.5,5.63,7.833333333,TOPÁZIO
ALUNO-725,2023,0,9.5,5.0,8.4,9.0,9.0,8.117366667,0,8.125,7.52,8.113333333,TOPÁZIO
ALUNO-906,2023,0,7.5,10.0,8.6,0.0,9.2,8.1922,1,7.5,7.52,6.95,TOPÁZIO
ALUNO-907,2023,0,9.5,10.0,9.3,8.0,9.6,8.962033333,1,8.125,7.52,8.336666667,TOPÁZIO
ALUNO-908,2023,0,9.0,10.0,7.9,8.0,9.0,8.479366667,1,8.125,7.52,8.223333333,TOPÁZIO
ALUNO-909,2023,0,10.0,5.0,9.2,10.0,9.9,8.486033333,1,8.125,7.52,8.056666667,TOPÁZIO
ALUNO-708,2023,0,0.0,5.0,9.2,9.0,9.8,7.5105,0,8.125,7.52,8.28,AMETISTA
ALUNO-910,2023,0,0.0,10.0,8.9,8.0,8.8,7.801,1,8.75,7.52,8.17,AMETISTA
ALUNO-671,2023,0,7.9,5.0,7.8,10.0,8.3,6.5143,0,5.625,3.14,5.68,AGATA
ALUNO-836,2023,0,9.5,5.0,6.7,10.0,9.6,7.6417,0,6.875,6.27,8.085,AMETISTA
ALUNO-911,2023,0,9.0,5.0,3.4,11.0,6.7,5.59545,1,5.3125,2.52,7.01,QUARTZO
ALUNO-860,2023,0,7.0,10.0,7.4,8.0,9.8,8.2372,0,7.5,6.89,8.34,TOPÁZIO
ALUNO-727,2023,0,9.5,5.0,8.0,9.0,8.8,7.6802,0,7.5,2.52,9.34,AMETISTA
ALUNO-739,2023,0,9.0,5.0,7.6,9.0,8.3,7.5972,0,6.25,7.52,8.25,AMETISTA
ALUNO-740,2023,0,0.0,5.0,9.1,10.0,8.7,7.2845,0,6.875,7.52,8.925,AMETISTA
ALUNO-912,2023,0,7.0,5.0,6.3,9.0,9.4,7.0797,1,5.625,7.52,7.175,AMETISTA
ALUNO-706,2023,0,9.0,5.0,7.3,11.0,7.8,7.1527,0,6.875,4.39,8.08,AMETISTA
ALUNO-840,2023,0,9.5,5.0,8.2,9.0,9.0,7.7862,0,7.5,4.38,8.59,AMETISTA
ALUNO-841,2023,0,0.0,5.0,6.9,11.0,7.2,6.78,0,7.5,7.52,9.84,AGATA
ALUNO-709,2023,0,10.0,5.0,4.9,11.0,7.9,6.6927,0,5.625,7.52,6.59,AGATA
ALUNO-913,2023,0,8.0,5.0,7.9,0.0,8.5,7.7432,1,6.25,6.89,9.245,AMETISTA
ALUNO-726,2023,0,10.0,10.0,6.0,8.0,6.1,7.3687,0,5.625,7.52,8.17,AMETISTA
ALUNO-914,2023,0,10.0,10.0,8.7,8.0,9.2,8.6912,1,6.25,7.52,8.67,TOPÁZIO
ALUNO-915,2023,0,10.0,10.0,8.4,0.0,8.4,8.5962,1,7.5,7.52,8.67,TOPÁZIO
ALUNO-916,2023,0,9.5,5.0,6.6,9.0,9.7,7.3882,1,6.25,2.52,9.005,AMETISTA
ALUNO-917,2023,0,0.0,10.0,7.0,7.0,7.2,5.987,1,6.25,2.52,6.35,QUARTZO
ALUNO-918,2023,0,10.0,10.0,7.7,7.0,8.7,7.4967,1,5.625,2.52,7.01,AMETISTA
ALUNO-919,2023,0,0.0,5.0,5.3,9.0,8.4,6.225,1,6.25,7.52,8.09,AGATA
ALUNO-920,2023,0,9.0,10.0,6.1,8.0,6.3,6.9647,1,5.625,7.52,6.35,AGATA
ALUNO-921,2023,0,9.0,10.0,6.3,7.0,9.7,7.7407,1,5.625,7.52,6.68,AMETISTA
ALUNO-922,2023,0,8.5,10.0,8.4,8.0,9.7,8.5262,1,7.5,3.14,10.01,TOPÁZIO
ALUNO-715,2023,0,0.0,5.0,5.4,10.0,9.5,5.8915,0,5.625,3.14,7.675,QUARTZO
ALUNO-822,2023,0,8.5,5.0,7.1,11.0,8.4,6.4497,0,5.625,2.52,5.925,AGATA
ALUNO-923,2023,0,9.5,10.0,7.3,8.0,9.9,8.8842,1,7.5,7.52,10.01,TOPÁZIO
ALUNO-742,2023,0,0.0,5.0,7.5,10.0,7.6,7.024,0,7.5,7.52,10.01,AMETISTA
ALUNO-924,2023,0,9.0,10.0,5.0,8.0,5.6,6.5207,1,5.625,7.52,5.93,AGATA
ALUNO-925,2023,0,9.0,10.0,5.4,7.0,8.9,7.1837,1,5.625,7.52,5.595,AMETISTA
ALUNO-853,2023,0,10.0,5.0,7.4,9.0,9.5,7.8402,0,6.25,3.77,9.84,AMETISTA
ALUNO-854,2023,0,0.0,10.0,6.0,9.0,9.5,6.6415,0,5.625,3.77,8.01,AGATA
ALUNO-700,2023,0,9.5,5.0,7.8,9.0,9.7,8.2852,0,6.25,7.52,9.84,TOPÁZIO
ALUNO-701,2023,0,9.5,5.0,7.2,11.0,9.9,7.3982,0,6.25,3.77,7.68,AMETISTA
ALUNO-856,2023,0,0.0,10.0,7.3,8.0,9.6,7.3355,0,5.625,7.52,8.255,AMETISTA
ALUNO-672,2023,0,7.9,5.0,6.4,10.0,9.5,6.5623,0,5.625,2.52,6.43,AGATA
ALUNO-859,2023,0,8.0,10.0,7.3,8.0,9.2,8.6042,0,7.5,7.52,10.01,TOPÁZIO
ALUNO-704,2023,0,10.0,5.0,6.1,11.0,9.9,6.8297,0,5.625,3.14,6.265,AGATA
ALUNO-741,2023,0,9.5,5.0,5.1,11.0,6.9,6.2707,0,5.625,4.39,7.095,AGATA
ALUNO-719,2023,0,9.5,5.0,5.9,11.0,5.3,6.4137,0,5.625,7.52,7.095,AGATA
ALUNO-926,2023,0,9.0,5.0,6.8,9.0,10.0,7.7792,1,7.5,3.77,9.51,AMETISTA
ALUNO-927,2023,0,9.0,5.0,6.4,9.0,9.7,7.5982,1,7.5,3.77,9.255,AMETISTA
ALUNO-928,2023,0,8.5,10.0,9.8,8.0,10.0,9.3712,1,8.75,7.52,9.67,TOPÁZIO
ALUNO-929,2023,0,8.5,10.0,8.8,8.0,9.8,9.1312,1,8.75,7.52,9.67,TOPÁZIO
ALUNO-930,2023,0,9.0,10.0,9.0,8.0,8.8,8.8872,1,8.75,7.52,9.0,TOPÁZIO
ALUNO-931,2023,0,8.5,10.0,7.8,8.0,8.2,7.3747,1,5.625,2.52,7.6,AMETISTA
ALUNO-932,2023,0,9.5,10.0,7.5,7.0,7.9,8.3847,1,8.125,7.52,9.0,TOPÁZIO
ALUNO-933,2023,0,9.0,10.0,7.7,8.0,8.4,8.6712,1,8.75,7.52,9.67,TOPÁZIO
