NOME,FASE_2023,TURMA_2023,INSTITUICAO_ENSINO_ALUNO_2023,PEDRA_2023,INDE_2023,IAA_2023,IEG_2023,IPS_2023,IDA_2023,IPP_2023,PONTO_VIRADA_2023,IPV_2023,IAN_2023,NIVEL_IDEAL_2023,DEFASAGEM_2023
Aluno-1180,FASE 4,4C,Pública,Ametista,"7,067983333","8,3","9,5","5,00","5,4","7,19",,"7,71",5,Fase 5 (1° EM),-1
Aluno-1181,FASE 4,4C,Pública,Agata,"6,971266667","8,8","8,3","2,52","4,8","7,50",,"7,34",10,Fase 4 (9° ano),0
Aluno-1182,FASE 4,4C,Pública,Quartzo,"5,709808333","7,5","6,3","2,52","4,2","6,72",,"7,21",5,Fase 6 (2° EM),-2
Aluno-205,FASE 4,4C,Pública,Agata,"6,857625","9,6","7,6","4,38","6,6","7,03",,"7,09",5,Fase 5 (1° EM),-1
Aluno-1183,FASE 4,4C,Pública,Agata,"6,269541667","7,5","8,7","2,52","5,3","6,09",,"6,76",5,Fase 5 (1° EM),-1
Aluno-237,FASE 4,4F,Privada - Programa de Apadrinhamento,Ametista,"7,436566667","8,3","9,5","2,52","6,7","8,13",,"8,96",5,Fase 5 (1° EM),-1
Aluno-147,FASE 4,4F,Pública,Quartzo,"5,5425","0,0","7,0","5,63","4,5","6,88",,"7,46",5,Fase 5 (1° EM),-1
Aluno-240,FASE 4,4F,Privada - Programa de Apadrinhamento,Agata,"6,337966667","7,1","6,7","2,52","4,8","6,88",,"6,92",10,Fase 4 (9° ano),0
Aluno-1184,FASE 4,4F,Pública,Ametista,"7,381566667","8,3","8,3","5,00","7,3","8,13",,"8,05",5,Fase 6 (2° EM),-2
Aluno-241,FASE 4,4F,Privada - Programa de Apadrinhamento,Ametista,"7,016","0,0","9,9","2,52","7,5","8,75",,"9,55",5,Fase 5 (1° EM),-1
Aluno-242,FASE 4,4F,Privada - Programa de Apadrinhamento,Topázio,"8,221841667","7,1","9,7","2,52","7,9","8,59",,"9,38",10,Fase 4 (9° ano),0
Aluno-138,FASE 4,4F,Pública,Agata,"6,784075","10,0","7,9","6,26","4,3","7,34",,"7,42",5,Fase 6 (2° EM),-2
Aluno-244,FASE 4,4F,Privada - Programa de Apadrinhamento,Ametista,"7,044333333","0,0","8,8","2,52","7,3","8,13",,"8,83",10,Fase 3 (7° e 8° ano),1
Aluno-245,FASE 4,4F,Privada - Programa de Apadrinhamento,Ametista,"7,171166667","0,0","10,0","2,52","8,1","8,75",,"9,59",5,Fase 5 (1° EM),-1
Aluno-246,FASE 4,4F,Privada,Topázio,"8,256766667","8,8","9,9","4,39","6,8","8,13",,"8,92",10,Fase 4 (9° ano),0
Aluno-141,FASE 4,4F,Pública,Agata,"6,719791667","9,6","8,4","5,63","4,5","7,03",,"7,04",5,Fase 5 (1° EM),-1
Aluno-239,FASE 4,4G,Pública,Agata,"6,411333333","0,0","8,4","5,00","7,0","8,13",,"7,63",5,Fase 6 (2° EM),-2
Aluno-1185,FASE 4,4G,Pública,Topázio,"8,02675","7,5","9,1","5,00","7,5","7,81",,"8,38",10,Fase 3 (7° e 8° ano),1
Aluno-262,FASE 4,4G,Privada,Quartzo,"4,406458333","0,0","3,7","5,00","3,8","7,03",,"6,05",5,Fase 6 (2° EM),-2
Aluno-1186,FASE 4,4G,Pública,Ametista,"7,281433333","8,8","9,8","6,89","5,5","6,88",,"7,38",5,Fase 6 (2° EM),-2
Aluno-397,FASE 4,4G,Pública,Agata,"6,207083333","7,5","7,9","2,52","4,6","7,19",,"7,47",5,Fase 5 (1° EM),-1
Aluno-1187,FASE 4,4G,Pública,Agata,"6,644475","8,8","6,9","2,52","5,3","7,34",,"6,72",10,Fase 3 (7° e 8° ano),1
Aluno-145,FASE 4,4H,Pública,#N/A,#N/A,"7,9","9,0",#N/A,"6,2","7,97",,"7,46","2,5",Fase 7 (3° EM),-3
Aluno-1188,FASE 4,4H,Pública,#N/A,#N/A,"9,6","9,4",#N/A,"6,4","7,81",,"7,59",5,Fase 5 (1° EM),-1
Aluno-265,FASE 4,4H,Pública,#N/A,#N/A,"8,3","8,7",#N/A,"7,0","7,97",,"7,88",10,Fase 4 (9° ano),0
Aluno-254,FASE 4,4H,Pública,#N/A,#N/A,"9,6","8,8",#N/A,"5,9","7,81",,"7,71",5,Fase 5 (1° EM),-1
Aluno-267,FASE 4,4H,Pública,#N/A,#N/A,"7,9","7,7",#N/A,"2,7","4,69",,"6,51",5,Fase 6 (2° EM),-2
Aluno-1189,FASE 4,4H,Pública,#N/A,#N/A,"8,8","9,0",#N/A,"6,1","7,81",,"7,38",5,Fase 5 (1° EM),-1
Aluno-295,FASE 4,4L,Pública,Ametista,"7,641016667","8,8","8,8","2,52","7,7","9,06",,"9,01",5,Fase 5 (1° EM),-1
Aluno-269,FASE 4,4L,Pública,Topázio,"8,116041667","9,6","9,0","2,52","7,4","8,59",,"8,80",10,Fase 4 (9° ano),0
Aluno-313,FASE 4,4L,Pública,Ametista,"7,011091667","9,2","8,7","2,52","3,9","7,66",,"7,75",10,Fase 4 (9° ano),0
Aluno-1190,FASE 4,4L,Pública,Agata,"6,330041667","0,0","9,2","5,00","4,2","7,34",,"7,05",10,Fase 4 (9° ano),0
Aluno-301,FASE 4,4L,Pública,Agata,"6,760341667","9,2","5,4","7,52","5,2","6,72",,"6,47",10,Fase 4 (9° ano),0
Aluno-286,FASE 4,4L,Pública,Quartzo,"5,713333333","0,0","7,5","5,00","4,7","8,13",,"7,34",5,Fase 5 (1° EM),-1
Aluno-1191,FASE 4,4L,Pública,Agata,"6,175333333","7,5","7,2","5,00","3,7","5,00",,"6,26",10,Fase 4 (9° ano),0
Aluno-1192,FASE 4,4L,Pública,Agata,"6,780741667","7,9","8,7","2,52","5,8","7,97",,"7,67",5,Fase 5 (1° EM),-1
Aluno-174,FASE 4,4L,Pública,Agata,"6,1242","7,9","5,6","5,00","5,1","7,50",,"7,21",5,Fase 6 (2° EM),-2
Aluno-1193,FASE 4,4L,Pública,Agata,"6,018083333","0,0","7,8","5,00","4,1","7,19",,"7,13",10,Fase 4 (9° ano),0
Aluno-308,FASE 4,4L,Pública,Agata,"6,578558333","5,4","6,8","5,00","4,9","7,03",,"7,50",10,Fase 4 (9° ano),0
Aluno-152,FASE 4,4M,Pública,Agata,"6,30695","7,9","7,7","2,52","4,5","7,81",,"7,71",5,Fase 6 (2° EM),-2
Aluno-270,FASE 4,4M,Privada - Programa de Apadrinhamento,Ametista,"7,982633333","9,2","9,0","2,52","6,6","8,75",,"9,13",10,Fase 4 (9° ano),0
Aluno-271,FASE 4,4M,Pública,Agata,"6,140333333","0,0","9,3","2,52","5,9","8,13",,"7,71",5,Fase 6 (2° EM),-2
Aluno-299,FASE 4,4M,Privada - Programa de Apadrinhamento,Agata,"6,796541667","0,0","9,6","2,52","6,1","7,97",,"8,01",10,Fase 4 (9° ano),0
Aluno-316,FASE 4,4M,Pública,Topázio,"8,436908333","10,0","9,5","7,52","5,7","8,59",,"8,96",10,Fase 4 (9° ano),0
Aluno-318,FASE 4,4M,Pública,Agata,"6,856575","7,9","8,1","6,26","4,9","7,97",,"7,71",5,Fase 5 (1° EM),-1
Aluno-274,FASE 4,4M,Privada - Programa de Apadrinhamento,Topázio,"8,137625","7,5","9,5","5,63","7,5","7,66",,"8,30",10,Fase 3 (7° e 8° ano),1
Aluno-320,FASE 4,4M,Pública,Topázio,"8,393508333","9,2","9,9","7,52","5,5","8,59",,"8,96",10,Fase 4 (9° ano),0
Aluno-277,FASE 4,4M,Pública,Ametista,"7,7284","8,3","9,9","7,52","5,5","8,13",,"8,75",5,Fase 5 (1° EM),-1
Aluno-278,FASE 4,4M,Pública,Ametista,"7,1935","0,0","9,8","5,63","5,6","8,75",,"8,38",10,Fase 3 (7° e 8° ano),1
Aluno-291,FASE 4,4M,Privada - Programa de Apadrinhamento,Topázio,"8,493058333","8,8","8,6","7,52","7,1","8,91",,"9,21",10,Fase 4 (9° ano),0
Aluno-306,FASE 4,4M,Pública,Quartzo,"5,732375","0,0","7,9","6,26","4,0","7,34",,"7,46",5,Fase 5 (1° EM),-1
Aluno-279,FASE 4,4M,Pública,Topázio,"9,006266667","8,8","10,0","6,27","8,9","8,75",,"9,21",10,Fase 4 (9° ano),0
Aluno-280,FASE 4,4M,Privada - Programa de Apadrinhamento,Topázio,"8,189225","6,7","9,5","7,52","6,5","8,28",,"8,71",10,Fase 4 (9° ano),0
Aluno-276,FASE 4,4M,Privada - Programa de Apadrinhamento,Agata,"6,690458333","6,3","8,5","2,52","5,5","7,03",,"6,59",10,Fase 4 (9° ano),0
Aluno-285,FASE 4,4N,Pública,Quartzo,"5,380358333","8,3","4,6","2,52","4,7","7,66",,"7,13","2,5",Fase 7 (3° EM),-3
Aluno-1194,FASE 4,4N,Pública,Ametista,"7,671933333","8,8","9,0","5,00","6,1","7,50",,"7,67",10,Fase 3 (7° e 8° ano),1
Aluno-287,FASE 4,4N,Pública,Quartzo,"3,745541667","0,0","4,8","2,52","3,9","4,22",,"5,38","2,5",Fase 8 (Universitários),-4
Aluno-319,FASE 4,4N,Concluiu o 3º EM,Topázio,"8,367208333","9,6","9,2","5,00","7,2","8,59",,"8,88",10,Fase 4 (9° ano),0
Aluno-321,FASE 4,4N,Pública,Ametista,"7,695233333","8,3","9,4","2,52","6,2","8,13",,"8,42",10,Fase 3 (7° e 8° ano),1
Aluno-1195,FASE 4,4N,Pública,Quartzo,"5,677291667","0,0","8,3","2,52","5,4","8,28",,"8,00","2,5",Fase 7 (3° EM),-3
Aluno-159,FASE 4,4N,Pública,Agata,"6,805033333","7,9","8,1","2,52","6,3","8,13",,"7,88",5,Fase 6 (2° EM),-2
Aluno-322,FASE 4,4N,Pública,Ametista,"7,037808333","6,7","8,3","2,52","5,3","7,97",,"8,05",10,Fase 4 (9° ano),0
Aluno-251,FASE 4,4N,Pública,Agata,"6,665208333","9,6","8,0","2,52","5,3","7,34",,"7,84",5,Fase 5 (1° EM),-1
Aluno-116,FASE 5,5A,Pública,Agata,"6,433075","6,7","7,6","5,00","4,7","7,97",,"7,55",5,Fase 7 (3° EM),-2
Aluno-103,FASE 5,5A,Privada - Programa de Apadrinhamento,Topázio,"8,0239","8,3","9,2","5,00","7,1","8,13",,"8,09",10,Fase 4 (9° ano),1
Aluno-42,FASE 5,5A,Privada - Programa de Apadrinhamento,Agata,"6,794516667","8,8","8,6","5,63","5,7","6,56",,"6,67",5,Fase 6 (2° EM),-1
Aluno-121,FASE 5,5A,Pública,Agata,"6,811875","6,3","8,8","5,00","6,0","7,34",,"7,46",5,Fase 6 (2° EM),-1
Aluno-106,FASE 5,5A,Privada - Programa de Apadrinhamento,Ametista,"7,769658333","7,9","9,1","5,00","7,3","7,03",,"7,51",10,Fase 5 (1° EM),0
Aluno-123,FASE 5,5A,Privada - Programa de Apadrinhamento,Agata,"6,068333333","0,0","9,4","5,00","5,7","6,88",,"6,84",5,Fase 7 (3° EM),-2
Aluno-46,FASE 5,5A,Pública,Quartzo,"5,545383333","7,1","7,4","2,52","4,4","6,56",,"6,63","2,5",Fase 8 (Universitários),-3
Aluno-125,FASE 5,5A,Privada,Agata,"6,989633333","9,2","7,7","5,00","5,8","8,13",,"7,84",5,Fase 6 (2° EM),-1
Aluno-110,FASE 5,5A,Privada - Programa de Apadrinhamento,Topázio,"8,0879","8,3","8,6","5,00","7,5","8,75",,"8,30",10,Fase 5 (1° EM),0
Aluno-128,FASE 5,5A,Privada,Agata,"6,503908333","6,7","7,3","5,00","5,7","7,34",,"7,55",5,Fase 6 (2° EM),-1
Aluno-143,FASE 5,5A,Privada - Programa de Apadrinhamento,Ametista,"7,794358333","8,3","9,6","2,52","6,5","8,28",,"8,34",10,Fase 4 (9° ano),1
Aluno-111,FASE 5,5A,Privada - Programa de Apadrinhamento,Ametista,"7,566458333","7,5","8,7","5,00","6,0","7,66",,"8,09",10,Fase 4 (9° ano),1
Aluno-112,FASE 5,5A,Privada - Programa de Apadrinhamento,Ametista,"7,141308333","6,7","8,1","5,00","7,4","7,97",,"7,92",5,Fase 6 (2° EM),-1
Aluno-115,FASE 5,5A,Pública,Agata,"6,319141667","8,8","7,1","5,00","4,2","7,34",,"7,22",5,Fase 6 (2° EM),-1
Aluno-1196,FASE 5,5B,Privada,Ametista,"7,03025","0,0","8,2","5,00","7,5","7,81",,"8,05",10,Fase 5 (1° EM),0
Aluno-52,FASE 5,5B,Privada - Programa de Apadrinhamento,Ametista,"7,9642","10,0","9,8","2,52","6,4","8,13",,"8,30",10,Fase 4 (9° ano),1
Aluno-1197,FASE 5,5B,Pública,Agata,"6,946058333","6,7","8,4","5,00","7,3","7,03",,"7,22",5,Fase 6 (2° EM),-1
Aluno-108,FASE 5,5B,Concluiu o 3º EM,Quartzo,"4,9308","5,8","7,3","2,52","2,9","4,38",,"5,59",5,Fase 7 (3° EM),-2
Aluno-1198,FASE 5,5B,Pública,Ametista,"7,515233333","8,3","9,4","6,26","6,7","7,50",,"7,96",5,Fase 6 (2° EM),-1
Aluno-127,FASE 5,5B,Pública,Ametista,"7,91935","8,8","7,8","6,26","6,4","8,44",,"8,67",10,Fase 5 (1° EM),0
Aluno-114,FASE 5,5B,Pública,Quartzo,"5,335","0,0","6,0","3,14","5,6","7,50",,"7,26",5,Fase 7 (3° EM),-2
Aluno-146,FASE 5,5C,Pública,Ametista,"7,584483333","6,2","9,5","5,00","7,9","8,44",,"8,21",5,Fase 6 (2° EM),-1
Aluno-1199,FASE 5,5C,Pública,Ametista,"7,024933333","6,7","9,1","5,00","6,2","6,88",,"8,09",5,Fase 7 (3° EM),-2
Aluno-70,FASE 5,5C,Pública,Agata,"6,869133333","9,2","9,2","5,00","4,3","7,50",,"7,55",5,Fase 7 (3° EM),-2
Aluno-107,FASE 5,5C,Pública,Agata,"6,845208333","0,0","8,5","5,00","7,0","7,34",,"7,59",10,Fase 5 (1° EM),0
Aluno-1200,FASE 5,5C,Pública,Quartzo,"5,711166667","0,0","6,4","5,00","4,0","7,50",,"6,87",10,Fase 5 (1° EM),0
Aluno-151,FASE 5,5C,Pública,Agata,"6,892541667","0,0","7,8","7,52","7,9","8,59",,"8,17",5,Fase 7 (3° EM),-2
Aluno-85,FASE 5,5C,Pública,Ametista,"7,08435","8,8","8,9","6,27","5,7","5,94",,"7,84",5,Fase 6 (2° EM),-1
Aluno-1201,FASE 5,5C,Pública,Topázio,"8,378008333","9,2","9,6","3,77","7,8","8,59",,"8,76",10,Fase 5 (1° EM),0
Aluno-131,FASE 5,5F,Pública,Quartzo,"5,952358333","8,3","7,8","5,00","2,2","7,66",,"6,80",5,Fase 6 (2° EM),-1
Aluno-132,FASE 5,5F,Privada - Programa de Apadrinhamento,Ametista,"7,350625","7,5","8,7","2,52","6,5","7,66",,"7,72",10,Fase 5 (1° EM),0
Aluno-133,FASE 5,5F,Pública,Agata,"6,168416667","7,5","7,9","2,52","5,3","7,19",,"6,51",5,Fase 6 (2° EM),-1
Aluno-104,FASE 5,5F,Pública,Quartzo,"4,25","0,0","7,7","2,52","2,6","5,63",,"5,63","2,5",Fase 8 (Universitários),-3
Aluno-137,FASE 5,5F,Privada - Programa de Apadrinhamento,Quartzo,"5,937025","7,1","6,3","2,52","6,0","6,41",,"6,88",5,Fase 7 (3° EM),-2
Aluno-144,FASE 5,5F,Privada - Programa de Apadrinhamento,Quartzo,"4,990333333","0,0","5,2","2,52","4,4","6,25",,"6,00",10,Fase 4 (9° ano),1
Aluno-1202,FASE 5,5F,Pública,Agata,"6,202008333","7,1","7,6","7,52","3,3","7,34",,"6,67",5,Fase 6 (2° EM),-1
Aluno-90,FASE 5,5L,Privada - Programa de Apadrinhamento,Topázio,"8,699408333","10,0","9,6","7,52","7,7","8,59",,"8,17",10,Fase 4 (9° ano),1
Aluno-167,FASE 5,5L,Privada - Programa de Apadrinhamento,Ametista,"7,806141667","8,8","9,9","5,00","7,9","7,97",,"7,84",5,Fase 7 (3° EM),-2
Aluno-168,FASE 5,5L,Privada - Programa de Apadrinhamento,Agata,"6,483083333","0,0","9,6","6,89","4,7","6,56",,"6,42",10,Fase 5 (1° EM),0
Aluno-1203,FASE 5,5L,Pública,Ametista,"7,487841667","9,2","10,0","2,52","7,2","7,97",,"7,88",5,Fase 6 (2° EM),-1
Aluno-155,FASE 5,5L,Pública,Agata,"6,318991667","7,9","8,1","5,00","4,4","7,03",,"6,59",5,Fase 7 (3° EM),-2
Aluno-94,FASE 5,5L,Privada - Programa de Apadrinhamento,Ametista,"7,289333333","7,5","9,6","2,52","7,2","8,75",,"7,80",5,Fase 6 (2° EM),-1
Aluno-81,FASE 5,5L,Privada - Programa de Apadrinhamento,Ametista,"7,45425","9,6","8,8","2,52","6,3","7,81",,"7,21",10,Fase 5 (1° EM),0
Aluno-302,FASE 5,5L,Pública,Quartzo,"5,314333333","0,0","7,3","5,00","4,3","7,50",,"6,26",5,Fase 7 (3° EM),-2
Aluno-171,FASE 5,5L,Pública,Agata,"6,293083333","7,5","7,2","5,00","5,2","7,19",,"6,76",5,Fase 7 (3° EM),-2
Aluno-160,FASE 5,5L,Privada - Programa de Apadrinhamento,Agata,"6,598266667","8,8","8,3","2,52","5,0","8,13",,"7,46",5,Fase 6 (2° EM),-1
Aluno-1204,FASE 5,5L,Pública,Agata,"6,940416667","7,5","8,7","5,00","6,1","7,81",,"7,21",5,Fase 6 (2° EM),-1
Aluno-1205,FASE 5,5L,Pública,Agata,"6,806466667","9,2","9,2","6,26","5,0","7,50",,"7,09","2,5",Fase 8 (Universitários),-3
Aluno-173,FASE 5,5L,Privada - Programa de Apadrinhamento,Ametista,"7,757466667","9,2","8,5","6,26","8,1","8,13",,"7,88",5,Fase 7 (3° EM),-2
Aluno-166,FASE 5,5L,Privada - Programa de Apadrinhamento,Topázio,"8,105583333","7,5","8,9","6,26","8,1","8,44",,"7,46",10,Fase 5 (1° EM),0
Aluno-175,FASE 5,5L,Privada - Programa de Apadrinhamento,Agata,"6,569516667","8,8","9,2","2,52","4,8","7,19",,"7,09",5,Fase 6 (2° EM),-1
Aluno-153,FASE 5,5M,Privada - Programa de Apadrinhamento,Ametista,"7,289966667","9,2","7,4","2,52","6,4","8,13",,"7,71",10,Fase 5 (1° EM),0
Aluno-1206,FASE 5,5M,Pública,Agata,"6,724183333","8,8","8,3","2,52","5,6","7,81",,"7,71",5,Fase 7 (3° EM),-2
Aluno-157,FASE 5,5M,Privada - Programa de Apadrinhamento,Ametista,"7,879008333","7,1","9,9","2,52","6,8","8,59",,"8,63",10,Fase 3 (7° e 8° ano),2
Aluno-1207,FASE 5,5M,Pública,Ametista,"7,58235","8,8","9,0","5,00","5,5","7,81",,"7,63",10,Fase 5 (1° EM),0
Aluno-1208,FASE 5,5M,Pública,Ametista,"7,0651","8,8","8,8","2,52","6,2","6,88",,"6,25",10,Fase 5 (1° EM),0
Aluno-1209,FASE 5,5M,Pública,Ametista,"7,43375","7,5","9,4","5,00","7,4","7,81",,"7,71",5,Fase 6 (2° EM),-1
Aluno-158,FASE 5,5M,Privada - Programa de Apadrinhamento,Ametista,"7,297425","7,1","9,0","2,52","6,0","8,28",,"7,55",10,Fase 4 (9° ano),1
Aluno-161,FASE 5,5M,Privada - Programa de Apadrinhamento,Agata,"6,250166667","0,0","7,3","2,52","5,8","8,13",,"7,80",10,Fase 4 (9° ano),1
Aluno-164,FASE 5,5M,Privada,Quartzo,"5,638666667","0,0","8,2","2,52","5,8","6,88",,"6,96",5,Fase 6 (2° EM),-1
Aluno-1210,FASE 5,5M,Pública,Ametista,"7,171083333","9,6","9,4","5,00","4,7","7,81",,"8,09",5,Fase 6 (2° EM),-1
Aluno-165,FASE 5,5M,Privada - Programa de Apadrinhamento,Ametista,"7,583433333","6,7","9,2","2,52","7,3","8,13",,"7,80",10,Fase 5 (1° EM),0
Aluno-1211,FASE 5,5M,Pública,Ametista,"7,09205","7,1","9,1","5,00","6,2","7,81",,"7,71",5,Fase 6 (2° EM),-1
Aluno-1212,FASE 5,5M,Pública,Agata,"6,755358333","8,3","8,9","5,00","4,2","7,66",,"7,72",5,Fase 6 (2° EM),-1
Aluno-1213,FASE 5,5M,Pública,Quartzo,"5,95625","0,0","8,4","2,52","6,0","7,81",,"7,72",5,Fase 7 (3° EM),-2
Aluno-40,FASE 6,6A,Privada - Programa de Apadrinhamento,Ametista,"7,169975","7,5","8,2","7,52","5,9","7,97",,"7,76",5,Fase 7 (3° EM),-1
Aluno-1214,FASE 6,6A,Pública,Topázio,"8,378666667","9,6","9,8","6,89","7,4","7,50",,"7,67",10,Fase 6 (2° EM),0
Aluno-71,FASE 6,6A,Pública,Ametista,"7,3651","6,7","9,8","6,26","6,6","7,50",,"7,71",5,Fase 8 (Universitários),-2
Aluno-53,FASE 6,6A,Concluiu o 3º EM,Ametista,"7,600633333","9,2","9,1","5,63","7,7","7,50",,"7,59",5,Fase 8 (Universitários),-2
Aluno-43,FASE 6,6A,Pública,Agata,"6,4622","7,9","6,7","5,63","5,0","7,50",,"7,59",5,Fase 7 (3° EM),-1
Aluno-55,FASE 6,6A,Pública,Agata,"6,898033333","7,9","8,1","3,14","7,1","7,50",,"7,55",5,Fase 7 (3° EM),-1
Aluno-44,FASE 6,6A,Pública,Agata,"6,258333333","0,0","8,5","5,01","6,9","7,50",,"7,17",5,Fase 8 (Universitários),-2
Aluno-1215,FASE 6,6A,Pública,Agata,"6,339466667","7,1","5,6","5,00","4,1","7,50",,"7,17",10,Fase 6 (2° EM),0
Aluno-45,FASE 6,6A,Privada - Programa de Apadrinhamento,Topázio,"8,303591667","7,1","9,6","6,26","7,9","8,28",,"8,17",10,Fase 6 (2° EM),0
Aluno-56,FASE 6,6A,Privada - Programa de Apadrinhamento,Topázio,"8,284333333","9,6","9,5","5,00","7,8","8,13",,"7,80",10,Fase 6 (2° EM),0
Aluno-57,FASE 6,6A,Privada - Programa de Apadrinhamento,Agata,"6,450875","0,0","8,0","5,63","7,2","7,97",,"7,76",5,Fase 7 (3° EM),-1
Aluno-58,FASE 6,6A,Privada - Programa de Apadrinhamento,Ametista,"7,70625","0,0","9,7","6,26","8,1","8,44",,"8,38",10,Fase 6 (2° EM),0
Aluno-59,FASE 6,6A,Privada - Programa de Apadrinhamento,Ametista,"7,692291667","7,5","9,6","5,63","7,2","8,28",,"8,42",5,Fase 8 (Universitários),-2
Aluno-1216,FASE 6,6A,Concluiu o 3º EM,Ametista,"7,7105","9,6","9,0","5,63","7,9","7,50",,"7,80",5,Fase 8 (Universitários),-2
Aluno-78,FASE 6,6A,Privada - Programa de Apadrinhamento,Agata,"6,434625","0,0","7,7","6,26","6,7","8,28",,"8,00",5,Fase 8 (Universitários),-2
Aluno-79,FASE 6,6A,Privada - Programa de Apadrinhamento,Agata,"6,635883333","5,8","6,2","5,00","7,6","7,81",,"7,59",5,Fase 7 (3° EM),-1
Aluno-61,FASE 6,6A,Pública,Ametista,"7,382108333","8,3","7,0","6,26","6,2","7,97",,"7,46",10,Fase 6 (2° EM),0
Aluno-63,FASE 6,6A,Pública,Topázio,"8,0641","6,7","9,0","6,89","8,7","8,75",,"8,97",5,Fase 7 (3° EM),-1
Aluno-64,FASE 6,6A,Privada - Programa de Apadrinhamento,Ametista,"7,452541667","7,5","9,2","6,89","6,7","7,34",,"7,96",5,Fase 7 (3° EM),-1
Aluno-48,FASE 6,6A,Privada - Programa de Apadrinhamento,Ametista,"7,797058333","6,7","8,4","6,26","7,7","7,66",,"7,63",10,Fase 6 (2° EM),0
Aluno-109,FASE 6,6A,Privada - Programa de Apadrinhamento,Topázio,"8,3184","8,3","9,9","7,52","8,3","8,75",,"8,59",5,Fase 7 (3° EM),-1
Aluno-80,FASE 6,6L,Privada - Programa de Apadrinhamento,Ametista,"7,252275","8,3","8,4","6,89","6,3","7,97",,"7,47",5,Fase 7 (3° EM),-1
Aluno-91,FASE 6,6L,Privada - Programa de Apadrinhamento,Ametista,"7,42395","10,0","7,4","6,89","7,4","7,81",,"7,47",5,Fase 7 (3° EM),-1
Aluno-1217,FASE 6,6L,Pública,Agata,"6,064625","0,0","7,9","5,63","5,9","7,66",,"7,38",5,Fase 7 (3° EM),-1
Aluno-92,FASE 6,6L,Privada - Programa de Apadrinhamento,Ametista,"7,375916667","9,6","9,4","5,63","6,7","7,19",,"7,05",5,Fase 7 (3° EM),-1
Aluno-96,FASE 6,6L,Privada - Programa de Apadrinhamento,Ametista,"7,610791667","9,6","8,9","7,52","6,4","7,66",,"7,84",5,Fase 7 (3° EM),-1
Aluno-1218,FASE 6,6L,Pública,Agata,"6,8265","7,5","9,2","5,00","5,3","7,50",,"7,13",5,Fase 7 (3° EM),-1
Aluno-1219,FASE 6,6L,Pública,Ametista,"7,215141667","8,8","6,5","5,63","6,3","7,34",,"7,38",10,Fase 6 (2° EM),0
Aluno-1220,FASE 6,6L,Pública,Agata,"6,46725","0,0","9,0","5,00","6,8","7,81",,"7,63",5,Fase 7 (3° EM),-1
Aluno-84,FASE 6,6L,Privada - Programa de Apadrinhamento,Agata,"6,034416667","0,0","8,8","2,52","6,0","7,81",,"7,67",5,Fase 8 (Universitários),-2
Aluno-99,FASE 6,6L,Pública,Agata,"6,68045","7,9","8,3","5,63","4,5","7,81",,"7,42",5,Fase 7 (3° EM),-1
Aluno-87,FASE 6,6L,Privada - Programa de Apadrinhamento,Topázio,"8,6625","7,5","10,0","5,63","9,3","8,13",,"8,39",10,Fase 6 (2° EM),0
Aluno-89,FASE 6,6L,Pública,Agata,"6,700775","8,3","8,1","5,00","5,1","7,34",,"7,47",5,Fase 7 (3° EM),-1
Aluno-1221,FASE 7,7A,Concluiu o 3º EM,Topázio,"8,027466667","9,2","9,1","6,26","8,7","8,00",,"8,09",5,Fase 8 (Universitários),-1
Aluno-27,FASE 7,7A,Privada - Programa de Apadrinhamento,Ametista,"7,921266667","6,7","7,7","6,89","6,9","8,63",,"8,88",10,Fase 7 (3° EM),0
Aluno-1222,FASE 7,7A,Nenhuma das opções acima,Ametista,"7,026466667","7,1","10,0","5,63","6,8","6,88",,"6,01",5,Fase 8 (Universitários),-1
Aluno-32,FASE 7,7A,Privada - Programa de Apadrinhamento,Agata,"6,716666667","0,0","8,2","3,77","7,9","7,38",,"6,88",10,Fase 7 (3° EM),0
Aluno-19,FASE 7,7A,Nenhuma das opções acima,Ametista,"7,710866667","7,9","9,4","5,63","7,8","7,75",,"8,17",5,Fase 8 (Universitários),-1
Aluno-62,FASE 7,7A,Pública,Ametista,"7,610333333","0,0","9,8","6,89","7,5","8,25",,"8,22",10,Fase 7 (3° EM),0
Aluno-1223,FASE 7,7A,Pública,Topázio,"8,187766667","8,8","9,3","5,00","9,0","6,88",,"7,29",10,Fase 7 (3° EM),0
Aluno-38,FASE 7,7A,Privada - Programa de Apadrinhamento,Topázio,"8,835333333","9,6","9,7","7,52","7,7","8,75",,"8,88",10,Fase 7 (3° EM),0
Aluno-1224,FASE 7,7A,Concluiu o 3º EM,Ametista,"7,5524","8,3","9,4","5,00","8,0","7,13",,"7,63",5,Fase 8 (Universitários),-1
Aluno-39,FASE 7,7A,Privada - Programa de Apadrinhamento,Topázio,"8,710333333","9,6","9,1","7,52","7,8","8,75",,"8,76",10,Fase 7 (3° EM),0
Aluno-1225,FASE 7,7E,Concluiu o 3º EM,#N/A,#N/A,"7,5",,252%,,#N/A,,#N/A,5,Fase 8 (Universitários),-1
Aluno-76,FASE 7,7E,Privada *Parcerias com Bolsa 100%,#N/A,#N/A,"10,0",,252%,,#N/A,,#N/A,10,Fase 5 (1° EM),2
Aluno-26,FASE 7,7E,Privada *Parcerias com Bolsa 100%,#N/A,#N/A,"0,0",,752%,,#N/A,,#N/A,5,Fase 8 (Universitários),-1
