NOME,FASE_2023,TURMA_2023,INSTITUICAO_ENSINO_ALUNO_2023,PEDRA_2023,INDE_2023,IAA_2023,IEG_2023,IPS_2023,IDA_2023,IPP_2023,PONTO_VIRADA_2023,IPV_2023,IAN_2023,NIVEL_IDEAL_2023,DEFASAGEM_2023
Aluno-1076,FASE 2,2A,Pública,Ametista,"7,901033333","9,0","9,7","2,52","8,5",,,"8,88",5,Fase 3 (7° e 8° ano),-1
Aluno-490,FASE 2,2A,Privada,Ametista,"7,429466667","7,9","7,9","2,52","5,8",,,"9,01",10,Fase 2 (5° e 6° ano),0
Aluno-491,FASE 2,2A,Pública,Ametista,"7,560533333","9,5","9,6","2,52","5,0",,,"8,34",10,Fase 2 (5° e 6° ano),0
Aluno-1077,FASE 2,2B,Pública,Ametista,"7,2115","0,0","9,7","2,52","7,3",,,"8,42",10,Fase 2 (5° e 6° ano),0
Aluno-484,FASE 2,2B,Pública,Quartzo,"5,515466667","6,4","7,5","2,52","3,6",,,"6,80",5,Fase 3 (7° e 8° ano),-1
Aluno-508,FASE 2,2B,Pública,Ametista,"7,671633333","6,4","8,6","2,52","7,5",,,"8,67",10,Fase 2 (5° e 6° ano),0
Aluno-495,FASE 2,2B,Privada,Ametista,"7,417366667","9,0","8,4","2,52","7,4",,,"8,76",5,Fase 3 (7° e 8° ano),-1
Aluno-1078,FASE 2,2B,Pública,Agata,"6,472333333","5,3","6,8","2,52","6,4",,,"8,30",5,Fase 4 (9° ano),-2
Aluno-340,FASE 2,2B,Pública,Ametista,"7,059666667","0,0","9,6","2,52","8,9",,,"8,51",5,Fase 3 (7° e 8° ano),-1
Aluno-1079,FASE 2,2B,Pública,Agata,"6,916533333","9,0","8,1","2,52","7,6",,,"7,13",5,Fase 3 (7° e 8° ano),-1
Aluno-1080,FASE 2,2B,Pública,Agata,"6,571966667","7,9","10,0","5,00","1,5",,,"8,13",5,Fase 3 (7° e 8° ano),-1
Aluno-1081,FASE 2,2B,Pública,Ametista,"7,666033333","10,0","10,0","2,52","6,5",,,"8,59",5,Fase 4 (9° ano),-2
Aluno-1082,FASE 2,2B,Pública,Ametista,"7,1617","9,5","9,5","2,52","5,0",,,"8,42",5,Fase 3 (7° e 8° ano),-1
Aluno-1083,FASE 2,2B,Pública,Topázio,"8,2345","6,8","10,0","5,00","7,5",,,"8,38",10,Fase 2 (5° e 6° ano),0
Aluno-531,FASE 2,2B,Pública,Topázio,"8,3252","9,5","10,0","2,52","7,7",,,"8,59",10,Fase 2 (5° e 6° ano),0
Aluno-1084,FASE 2,2B,Pública,Ametista,"7,9948","8,4","10,0","2,52","6,8",,,"8,38",10,Fase 2 (5° e 6° ano),0
Aluno-516,FASE 2,2B,Privada - Programa de Apadrinhamento,Topázio,"8,6807","10,0","9,8","2,52","9,3",,,"8,72",10,Fase 2 (5° e 6° ano),0
Aluno-348,FASE 2,2B,Pública,Agata,"6,817866667","10,0","8,7","2,52","4,4",,,"8,01",5,Fase 3 (7° e 8° ano),-1
Aluno-1085,FASE 2,2C,Pública,Agata,"6,563833333","0,0","9,8","2,52","6,7",,,"8,13",5,Fase 3 (7° e 8° ano),-1
Aluno-1086,FASE 2,2C,Pública,Ametista,"7,2382","8,5","9,4","2,52","5,7",,,"8,76",5,Fase 3 (7° e 8° ano),-1
Aluno-1087,FASE 2,2C,Pública,Ametista,"7,2067","10,0","9,5","2,52","5,4",,,"8,05",5,Fase 3 (7° e 8° ano),-1
Aluno-509,FASE 2,2C,Pública,Ametista,"7,606033333","8,5","8,1","2,52","8,6",,,"8,84",5,Fase 3 (7° e 8° ano),-1
Aluno-499,FASE 2,2C,Pública,Ametista,"7,8883","7,9","10,0","2,52","6,6",,,"8,30",10,Fase 2 (5° e 6° ano),0
Aluno-500,FASE 2,2C,Pública,Topázio,"8,427533333","9,5","10,0","2,52","7,9",,,"8,80",10,Fase 2 (5° e 6° ano),0
Aluno-1088,FASE 2,2C,Pública,Ametista,"7,4717","9,5","9,8","2,52","6,8",,,"7,92",5,Fase 3 (7° e 8° ano),-1
Aluno-1089,FASE 2,2C,Pública,Ametista,"7,9947","9,0","9,5","2,52","7,0",,,"8,34",10,Fase 2 (5° e 6° ano),0
Aluno-1090,FASE 2,2C,Pública,Ametista,"7,844033333","9,0","9,6","2,52","9,0",,,"7,88",5,Fase 3 (7° e 8° ano),-1
Aluno-503,FASE 2,2C,Pública,Topázio,"8,4682","9,5","10,0","2,52","8,7",,,"8,26",10,Fase 2 (5° e 6° ano),0
Aluno-1091,FASE 2,2C,Pública,Topázio,"8,032533333","8,5","9,0","2,52","9,5",,,"9,17",5,Fase 3 (7° e 8° ano),-1
Aluno-1092,FASE 2,2C,Pública,Ametista,"7,41","7,8","9,8","2,52","6,9",,,"8,30",5,Fase 3 (7° e 8° ano),-1
Aluno-1093,FASE 2,2C,Pública,Topázio,"8,197533333","7,0","9,3","2,52","9,2",,,"8,30",10,Fase 2 (5° e 6° ano),0
Aluno-1094,FASE 2,2C,Pública,Topázio,"8,1779","7,8","9,5","2,52","8,5",,,"8,34",10,Fase 2 (5° e 6° ano),0
Aluno-1095,FASE 2,2C,Pública,Agata,"6,238","0,0","9,8","2,52","5,3",,,"8,01",5,Fase 3 (7° e 8° ano),-1
Aluno-324,FASE 2,2D,Pública,Ametista,"7,6354","5,8","9,0","2,52","8,4",,,"7,59",10,Fase 2 (5° e 6° ano),0
Aluno-350,FASE 2,2D,Pública,Ametista,"7,972033333","10,0","9,7","2,52","9,0",,,"7,92",5,Fase 3 (7° e 8° ano),-1
Aluno-517,FASE 2,2D,Pública,Agata,"6,3104","4,1","9,0","2,52","6,6",,,"6,71",5,Fase 3 (7° e 8° ano),-1
Aluno-325,FASE 2,2D,Pública,Agata,"6,243","0,0","7,1","5,00","5,6",,,"7,00",10,Fase 2 (5° e 6° ano),0
Aluno-518,FASE 2,2D,Pública,Ametista,"7,5762","8,5","8,5","5,00","6,7",,,"6,92",10,Fase 2 (5° e 6° ano),0
Aluno-530,FASE 2,2D,Pública,Ametista,"7,653033333","10,0","8,8","5,00","5,7","7,71",Não,"7,46",10,Fase 2 (5° e 6° ano),0
Aluno-524,FASE 2,2D,Pública,Ametista,"7,331133333","6,4","9,2","2,52","8,9","8,33",Sim,"7,42",5,Fase 3 (7° e 8° ano),-1
Aluno-1096,FASE 2,2D,Pública,Topázio,"8,615533333","9,5","9,9","2,52","9,6","8,96",Não,"8,09",10,Fase 2 (5° e 6° ano),0
Aluno-526,FASE 2,2D,Pública,Topázio,"8,0957","9,5","9,8","5,00","8,8","8,75",Não,"7,75",5,Fase 3 (7° e 8° ano),-1
Aluno-528,FASE 2,2D,Pública,Ametista,"7,6892","9,0","8,5","5,00","8,2","8,75",Sim,"7,92",5,Fase 3 (7° e 8° ano),-1
Aluno-534,FASE 2,2D,Pública,Quartzo,"5,8385","0,0","8,1","2,52","5,4","8,13",Não,"7,92",5,Fase 3 (7° e 8° ano),-1
Aluno-1097,FASE 2,2D,Pública,Agata,"6,9547","9,5","8,6","5,00","5,4","8,13",Não,"6,96",5,Fase 4 (9° ano),-2
Aluno-1098,FASE 2,2D,Pública,Ametista,"7,2787","9,5","9,5","2,52","6,4","8,13",Não,"7,92",5,Fase 3 (7° e 8° ano),-1
Aluno-506,FASE 2,2D,Pública,Ametista,"7,750033333","9,5","8,1","5,00","8,5","8,96",Não,"7,92",5,Fase 3 (7° e 8° ano),-1
Aluno-1099,FASE 2,2F,Pública,Ametista,"7,113533333","9,0","9,6","2,52","5,2","8,33",Não,"8,34",5,Fase 3 (7° e 8° ano),-1
Aluno-1100,FASE 2,2F,Pública,Topázio,"8,261033333","10,0","9,2","5,00","7,1","8,54",Sim,"8,28",10,Fase 2 (5° e 6° ano),0
Aluno-1101,FASE 2,2F,Pública,Agata,"6,446666667","0,0","7,2","5,00","5,3","8,33",Não,"8,12",10,Fase 2 (5° e 6° ano),0
Aluno-1102,FASE 2,2F,Pública,Topázio,"8,123033333","9,5","9,5","5,00","7,5","7,71",Não,"7,56",10,Fase 2 (5° e 6° ano),0
Aluno-363,FASE 2,2F,Pública,Agata,"6,680833333","0,0","9,9","2,52","6,8","8,54",Não,"8,67",5,Fase 3 (7° e 8° ano),-1
Aluno-1103,FASE 2,2F,Pública,Ametista,"7,574866667","9,0","8,7","5,00","5,0","8,33",Não,"8,01",10,Fase 2 (5° e 6° ano),0
Aluno-539,FASE 2,2F,Pública,Ametista,"7,796866667","9,5","8,6","2,52","8,5","9,17",Não,"8,84",5,Fase 3 (7° e 8° ano),-1
Aluno-540,FASE 2,2F,Pública,Topázio,"8,216033333","8,5","8,8","5,00","7,1","8,96",Sim,"8,95",10,Fase 2 (5° e 6° ano),0
Aluno-574,FASE 2,2F,Pública,Ametista,"7,878133333","6,9","8,2","5,00","8,1","7,92",Não,"8,17",10,Fase 2 (5° e 6° ano),0
Aluno-369,FASE 2,2F,Pública,Agata,"6,0197","10,0","4,1","5,00","4,0","8,54",Não,"7,73",5,Fase 3 (7° e 8° ano),-1
Aluno-375,FASE 2,2F,Pública,Ametista,"7,070833333","0,0","9,9","5,00","7,9","8,54",Não,"8,28",5,Fase 3 (7° e 8° ano),-1
Aluno-376,FASE 2,2F,Pública,Ametista,"7,1392","8,5","9,6","2,52","5,9","7,92",Não,"8,23",5,Fase 3 (7° e 8° ano),-1
Aluno-535,FASE 2,2G,Pública,Topázio,"8,0027","9,0","9,4","5,00","5,6","8,13",Não,"8,95",10,Fase 2 (5° e 6° ano),0
Aluno-547,FASE 2,2G,Pública,Agata,"6,467","0,0","9,1","2,52","6,2","8,75",Não,"8,95",5,Fase 3 (7° e 8° ano),-1
Aluno-548,FASE 2,2G,Pública,Ametista,"7,4322","9,0","9,1","2,52","7,4","8,33",Não,"8,28",5,Fase 3 (7° e 8° ano),-1
Aluno-538,FASE 2,2G,Pública,Agata,"6,413466667","7,4","8,6","2,52","4,7","7,92",Não,"7,39",5,Fase 3 (7° e 8° ano),-1
Aluno-365,FASE 2,2G,Pública,Topázio,"8,6587","10,0","9,9","2,52","8,7","8,96",Não,"8,95",10,Fase 2 (5° e 6° ano),0
Aluno-559,FASE 2,2G,Pública,Ametista,"7,947366667","10,0","9,4","5,00","7,4","8,96",Não,"8,51",5,Fase 3 (7° e 8° ano),-1
Aluno-1104,FASE 2,2G,Pública,Ametista,"7,265533333","5,7","10,0","2,52","6,4","8,54",Não,"9,06",5,Fase 3 (7° e 8° ano),-1
Aluno-563,FASE 2,2G,Pública,Ametista,"7,684133333","6,4","9,7","2,52","6,2","8,75",Não,"8,73",10,Fase 2 (5° e 6° ano),0
Aluno-573,FASE 2,2G,Pública,Ametista,"7,774366667","9,5","9,8","5,00","6,6","8,54",Não,"8,45",5,Fase 3 (7° e 8° ano),-1
Aluno-551,FASE 2,2G,Pública,Ametista,"7,075033333","10,0","8,6","2,52","5,4","8,54",Não,"8,39",5,Fase 3 (7° e 8° ano),-1
Aluno-566,FASE 2,2G,Pública,Ametista,"7,7227","9,0","8,8","2,52","8,4","8,96",Não,"8,67",5,Fase 3 (7° e 8° ano),-1
Aluno-555,FASE 2,2G,Pública,Quartzo,"5,898133333","7,4","8,1","2,52","3,9","6,25",Sim,"6,95",5,Fase 3 (7° e 8° ano),-1
Aluno-373,FASE 2,2G,Pública,Agata,"6,805","0,0","9,7","2,52","8,4","8,75",Não,"7,84",5,Fase 3 (7° e 8° ano),-1
Aluno-1105,FASE 2,2G,Pública,Agata,"6,299166667","0,0","9,0","2,52","6,0","8,13",Não,"8,67",5,Fase 3 (7° e 8° ano),-1
Aluno-546,FASE 2,2H,Pública,Agata,"6,031666667","0,0","7,2","2,52","5,7","8,75",Não,"9,17",5,Fase 3 (7° e 8° ano),-1
Aluno-557,FASE 2,2H,Pública,Topázio,"8,7717","10,0","8,2","5,00","8,9","9,38",Não,"9,62",10,Fase 2 (5° e 6° ano),0
Aluno-1106,FASE 2,2H,Pública,Ametista,"7,1642","8,5","9,3","5,00","5,1","8,33",Não,"8,00",5,Fase 3 (7° e 8° ano),-1
Aluno-558,FASE 2,2H,Pública,Agata,"6,615333333","7,8","9,4","5,00","6,0","6,46",Sim,"6,78","2,5",Fase 5 (1° EM),-3
Aluno-560,FASE 2,2H,Pública,Quartzo,"4,932","0,0","8,4","2,52","4,0","5,00",Sim,"6,00",5,Fase 3 (7° e 8° ano),-1
Aluno-1107,FASE 2,2H,Pública,Ametista,"7,9327","9,0","9,4","5,00","7,5","8,96",Não,"8,78",5,Fase 3 (7° e 8° ano),-1
Aluno-1108,FASE 2,2H,Pública,Agata,"6,310833333","0,0","9,3","5,00","4,7","8,54",Não,"8,28",5,Fase 3 (7° e 8° ano),-1
Aluno-542,FASE 2,2H,Pública,Ametista,"7,816533333","9,5","9,7","5,00","6,3","8,75",Sim,"9,01",5,Fase 3 (7° e 8° ano),-1
Aluno-543,FASE 2,2H,Pública,Ametista,"7,971833333","7,8","9,8","2,52","6,5","8,75",Não,"9,01",10,Fase 2 (5° e 6° ano),0
Aluno-556,FASE 2,2H,Pública,Ametista,"7,7482","8,5","9,6","2,52","7,2","9,17",Não,"9,40",5,Fase 3 (7° e 8° ano),-1
Aluno-1109,FASE 2,2H,Pública,Agata,"6,277533333","10,0","6,4","5,00","3,4","7,50",Não,"7,84",5,Fase 4 (9° ano),-2
Aluno-389,FASE 2,2H,Pública,Agata,"6,687","0,0","8,2","2,52","8,2","8,75",Não,"8,95",5,Fase 3 (7° e 8° ano),-1
Aluno-1110,FASE 2,2H,Pública,Ametista,"7,248566667","4,6","9,2","5,00","6,8","8,54",Não,"8,73",5,Fase 3 (7° e 8° ano),-1
Aluno-568,FASE 2,2I,Pública,Agata,"6,9647","7,0","7,9","5,00","7,6","8,13",Não,"8,01","2,5",Fase 5 (1° EM),-3
Aluno-562,FASE 2,2I,Pública,Agata,"6,824833333","0,0","8,5","2,52","8,7","8,54",Não,"8,89",5,Fase 3 (7° e 8° ano),-1
Aluno-1111,FASE 2,2I,Pública,Agata,"6,559166667","0,0","8,9","2,52","5,4","8,13",Não,"8,17",10,Fase 2 (5° e 6° ano),0
Aluno-1112,FASE 2,2I,Pública,Ametista,"7,088866667","9,5","7,9","2,52","6,3","8,33",Não,"8,62",5,Fase 3 (7° e 8° ano),-1
Aluno-525,FASE 2,2I,Pública,Ametista,"7,911366667","8,0","8,6","2,52","9,2","8,96",Sim,"9,57",5,Fase 3 (7° e 8° ano),-1
Aluno-357,FASE 2,2I,Pública,Topázio,"8,2832","8,5","9,6","7,52","8,7","8,75",Não,"8,23",5,Fase 3 (7° e 8° ano),-1
Aluno-583,FASE 2,2I,Pública,Ametista,"7,838866667","9,0","9,4","7,52","6,3","8,33",Sim,"8,62",5,Fase 3 (7° e 8° ano),-1
Aluno-584,FASE 2,2I,Pública,Ametista,"7,697533333","9,5","9,0","2,52","5,8","8,33",Não,"8,56",10,Fase 2 (5° e 6° ano),0
Aluno-586,FASE 2,2K,Privada - Programa de Apadrinhamento,Topázio,"8,4242","8,0","10,0","2,52","8,4","8,33",Não,"9,34",10,Fase 2 (5° e 6° ano),0
Aluno-1113,FASE 2,2K,Pública,Quartzo,"5,636666667","0,0","6,0","7,52","5,0","7,50",Não,"7,17",5,Fase 3 (7° e 8° ano),-1
Aluno-413,FASE 2,2K,Pública,Agata,"6,803633333","7,9","8,9","2,52","6,3","7,29",Não,"7,50",5,Fase 3 (7° e 8° ano),-1
Aluno-599,FASE 2,2K,Pública,Topázio,"8,532866667","10,0","9,5","2,52","8,5","8,33",Não,"9,29",10,Fase 2 (5° e 6° ano),0
Aluno-1114,FASE 2,2K,Pública,Ametista,"7,5667","8,5","9,8","2,52","4,9","8,13",Não,"8,56",10,Fase 2 (5° e 6° ano),0
Aluno-401,FASE 2,2K,Pública,Agata,"6,363666667","4,0","8,1","2,52","7,3","7,08",Não,"7,12",5,Fase 3 (7° e 8° ano),-1
Aluno-1115,FASE 2,2K,Pública,Agata,"6,474","0,0","8,3","7,52","4,0","7,50",Sim,"7,56",10,Fase 2 (5° e 6° ano),0
Aluno-1116,FASE 2,2K,Pública,Agata,"6,956533333","9,5","9,2","5,00","4,9","7,08",Não,"7,39",5,Fase 3 (7° e 8° ano),-1
Aluno-604,FASE 2,2K,Pública,Topázio,"8,548033333","9,0","9,3","7,52","7,5","8,13",Sim,"8,62",10,Fase 2 (5° e 6° ano),0
Aluno-605,FASE 2,2K,Pública,Ametista,"7,709366667","9,0","9,5","7,52","6,8","7,29",Não,"7,84",5,Fase 3 (7° e 8° ano),-1
Aluno-668,FASE 2,2K,Pública,Agata,"6,017933333","6,3","6,3","7,52","3,4","6,88",Sim,"7,62",5,Fase 3 (7° e 8° ano),-1
Aluno-1117,FASE 2,2K,Pública,Topázio,"8,382366667","9,0","9,6","7,52","7,3","7,71",Não,"7,95",10,Fase 2 (5° e 6° ano),0
Aluno-1118,FASE 2,2K,Pública,Ametista,"7,163833333","5,3","8,8","7,52","6,0","7,71",Não,"8,28",5,Fase 3 (7° e 8° ano),-1
Aluno-610,FASE 2,2K,Pública,Topázio,"8,2857","10,0","10,0","2,52","7,0","8,54",Não,"8,90",10,Fase 2 (5° e 6° ano),0
Aluno-409,FASE 2,2K,Pública,Ametista,"7,621466667","8,4","9,5","2,52","8,0","7,92",Sim,"8,73",5,Fase 3 (7° e 8° ano),-1
Aluno-466,FASE 2,2L,Pública,Agata,"6,595533333","9,5","7,6","6,89","4,5","6,25",Sim,"7,06",5,Fase 4 (9° ano),-2
Aluno-760,FASE 2,2L,Pública,Agata,"6,548333333","0,0","8,8","7,52","6,3","7,08",Não,"7,84",5,Fase 3 (7° e 8° ano),-1
Aluno-404,FASE 2,2L,Pública,Agata,"6,7093","7,9","8,3","5,02","6,0","6,88",Sim,"6,89",5,Fase 3 (7° e 8° ano),-1
Aluno-590,FASE 2,2L,Privada,Ametista,"7,647666667","6,3","9,7","3,77","6,5","7,29",Sim,"8,34",10,Fase 2 (5° e 6° ano),0
Aluno-469,FASE 2,2L,Pública,Ametista,"7,482533333","7,5","9,3","2,52","7,8","7,92",Não,"8,84",5,Fase 3 (7° e 8° ano),-1
Aluno-1119,FASE 2,2L,Pública,Ametista,"7,192","7,3","9,7","3,77","5,9","7,71",Não,"8,45",5,Fase 3 (7° e 8° ano),-1
Aluno-1120,FASE 2,2L,Pública,Topázio,"9,103366667","9,5","9,6","7,52","8,3","8,96",Não,"9,68",10,Fase 2 (5° e 6° ano),0
Aluno-472,FASE 2,2L,Pública,Agata,"6,6858","5,1","7,1","7,52","5,5","7,71",Não,"8,22",5,Fase 3 (7° e 8° ano),-1
Aluno-1121,FASE 2,2L,Pública,Topázio,"8,049","0,0","9,9","6,26","8,0","8,75",Sim,"9,84",10,Fase 2 (5° e 6° ano),0
Aluno-1122,FASE 2,2L,Pública,Ametista,"7,3715","0,0","9,3","6,89","6,9","7,29",Não,"8,62",10,Fase 2 (5° e 6° ano),0
Aluno-438,FASE 2,2L,Pública,Agata,"6,9883","6,9","7,5","6,26","5,4","6,46",Não,"7,22",10,Fase 2 (5° e 6° ano),0
Aluno-408,FASE 2,2L,Pública,Ametista,"7,242133333","7,9","8,5","3,77","6,8","8,33",Sim,"8,45",5,Fase 3 (7° e 8° ano),-1
Aluno-1123,FASE 2,2L,Pública,Agata,"6,9565","7,3","8,9","7,52","5,3","7,08",Não,"7,11",5,Fase 3 (7° e 8° ano),-1
Aluno-1124,FASE 2,2M,Pública,Agata,"6,667866667","9,5","8,0","7,52","3,0","7,08",Não,"7,79",5,Fase 4 (9° ano),-2
Aluno-623,FASE 2,2M,Pública,Ametista,"7,8307","10,0","9,5","7,52","7,3","7,29",Não,"7,45",5,Fase 4 (9° ano),-2
Aluno-661,FASE 2,2M,Pública,Agata,"6,846333333","0,0","7,7","6,89","6,5","7,50",Não,"7,84",10,Fase 2 (5° e 6° ano),0
Aluno-626,FASE 2,2M,Pública,Ametista,"7,231033333","9,0","9,2","4,39","6,5","7,29",Sim,"7,61",5,Fase 3 (7° e 8° ano),-1
Aluno-433,FASE 2,2M,Pública,Agata,"6,5982","8,5","7,2","7,52","4,8","5,83",Não,"7,61",5,Fase 3 (7° e 8° ano),-1
Aluno-614,FASE 2,2M,Pública,Topázio,"8,2282","9,0","9,1","7,52","8,6","8,33",Não,"8,56",5,Fase 3 (7° e 8° ano),-1
Aluno-434,FASE 2,2M,Pública,Ametista,"7,069766667","6,3","8,0","7,52","6,6","7,50",Não,"7,61",5,Fase 3 (7° e 8° ano),-1
Aluno-603,FASE 2,2M,Pública,Agata,"6,748833333","0,0","8,9","2,52","7,0","7,71",Não,"7,78",10,Fase 2 (5° e 6° ano),0
Aluno-436,FASE 2,2M,Pública,Quartzo,"5,322366667","7,5","4,7","2,52","3,4","6,88",Não,"7,61",5,Fase 3 (7° e 8° ano),-1
Aluno-616,FASE 2,2M,Pública,Quartzo,"5,612","0,0","6,6","5,02","6,8","5,83",Sim,"6,78",5,Fase 3 (7° e 8° ano),-1
Aluno-437,FASE 2,2M,Pública,Agata,"6,947366667","8,0","8,4","7,52","4,7","7,29",Não,"7,78",5,Fase 4 (9° ano),-2
Aluno-1125,FASE 2,2M,Pública,Agata,"6,655366667","4,7","7,9","7,52","4,0","6,67",Não,"6,95",10,Fase 2 (5° e 6° ano),0
Aluno-619,FASE 2,2M,Pública,Ametista,"7,891366667","9,0","7,1","3,77","9,0","7,71",Não,"8,12",10,Fase 2 (5° e 6° ano),0
Aluno-620,FASE 2,2M,Pública,Ametista,"7,043666667","6,8","8,4","7,52","6,2","6,88",Não,"7,50",5,Fase 3 (7° e 8° ano),-1
Aluno-1126,FASE 2,2M,Pública,#DIV/0!,#DIV/0!,"0,0","5,2","3,77",#DIV/0!,"7,29",Não,"7,06",5,Fase 3 (7° e 8° ano),-1
Aluno-1127,FASE 2,2N,Pública,Topázio,"8,3167","8,5","9,9","5,02","6,9","8,13",Não,"9,01",10,Fase 2 (5° e 6° ano),0
Aluno-1128,FASE 2,2N,Pública,Agata,"6,404533333","9,5","7,3","5,02","3,5","7,92",Não,"7,50",5,Fase 3 (7° e 8° ano),-1
Aluno-1129,FASE 2,2N,Pública,Ametista,"7,309333333","0,0","9,2","6,27","7,8","7,92",Sim,"7,50",10,Fase 2 (5° e 6° ano),0
Aluno-1130,FASE 2,2N,Pública,Topázio,"8,0037","8,5","8,4","7,52","7,3","7,71",Não,"7,50",10,Fase 2 (5° e 6° ano),0
Aluno-1131,FASE 2,2N,Pública,Topázio,"8,316133333","7,9","9,9","5,02","9,1","8,75",Sim,"9,29",5,Fase 3 (7° e 8° ano),-1
Aluno-1132,FASE 2,2N,Pública,Agata,"6,829533333","10,0","6,3","6,27","5,8","7,92",Sim,"7,50",5,Fase 3 (7° e 8° ano),-1
Aluno-1133,FASE 2,2N,Pública,Topázio,"8,600033333","9,5","10,0","6,27","6,5","8,54",Não,"9,34",10,Fase 2 (5° e 6° ano),0
Aluno-1134,FASE 2,2N,Pública,Ametista,"7,769866667","8,0","9,7","3,76","6,8","7,92",Não,"7,56",10,Fase 2 (5° e 6° ano),0
Aluno-618,FASE 2,2N,Pública,Agata,"6,4745","0,0","9,2","5,02","6,2","8,13",Não,"7,95",5,Fase 4 (9° ano),-2
Aluno-631,FASE 2,2N,Pública,Quartzo,"5,954666667","0,0","6,4","6,27","7,0","7,92",Não,"6,78",5,Fase 3 (7° e 8° ano),-1
Aluno-646,FASE 2,2P,Pública,Topázio,"8,3547","10,0","8,9","7,52","8,4","8,96",Não,"8,78",5,Fase 3 (7° e 8° ano),-1
Aluno-451,FASE 2,2P,Pública,Topázio,"8,386033333","8,5","9,5","4,39","8,9","9,38",Não,"9,90",5,Fase 4 (9° ano),-2
Aluno-1135,FASE 2,2P,Pública,Ametista,"7,453833333","0,0","9,4","7,52","7,2","8,13",Não,"7,90",10,Fase 2 (5° e 6° ano),0
Aluno-649,FASE 2,2P,Pública,Ametista,"7,579533333","9,0","9,3","3,77","6,5","8,75",Não,"8,84",5,Fase 3 (7° e 8° ano),-1
Aluno-651,FASE 2,2P,Pública,Ametista,"7,332","0,0","8,2","3,77","9,3","8,75",Não,"7,95",10,Fase 2 (5° e 6° ano),0
Aluno-1136,FASE 2,2P,Pública,Agata,"6,7351","6,8","8,1","2,52","6,6","8,33",Não,"7,72",5,Fase 3 (7° e 8° ano),-1
Aluno-653,FASE 2,2P,Pública,Ametista,"7,385666667","0,0","9,8","6,27","7,9","9,17",Não,"9,06",5,Fase 3 (7° e 8° ano),-1
Aluno-456,FASE 2,2P,Pública,Ametista,"7,518","0,0","8,3","4,39","9,9","9,58",Não,"9,95",5,Fase 3 (7° e 8° ano),-1
Aluno-655,FASE 2,2P,Pública,Topázio,"8,3198","7,4","9,9","7,52","8,3","9,17",Não,"8,90",5,Fase 3 (7° e 8° ano),-1
Aluno-656,FASE 2,2P,Pública,Agata,"6,780833333","0,0","8,9","7,52","7,3","8,54",Não,"7,17",5,Fase 3 (7° e 8° ano),-1
Aluno-657,FASE 2,2P,Pública,Topázio,"8,3532","8,5","10,0","7,52","8,2","8,75",Não,"8,73",5,Fase 3 (7° e 8° ano),-1
Aluno-644,FASE 2,2P,Pública,Agata,"6,897033333","10,0","5,6","7,52","5,9","8,54",Não,"7,50",5,Fase 3 (7° e 8° ano),-1
Aluno-461,FASE 2,2P,Pública,Ametista,"7,2379","7,3","7,9","3,77","7,4","8,54",Não,"8,62",5,Fase 3 (7° e 8° ano),-1
Aluno-632,FASE 2,2R,Pública,Ametista,"7,8768","4,7","9,1","5,64","7,4","8,33",Não,"8,56",10,Fase 2 (5° e 6° ano),0
Aluno-633,FASE 2,2R,Pública,Agata,"6,6552","1,7","8,1","6,27","7,2","8,54",Não,"7,29",5,Fase 3 (7° e 8° ano),-1
Aluno-1137,FASE 2,2R,Pública,Topázio,"8,743366667","9,5","9,8","6,27","6,5","9,38",Sim,"9,84",10,Fase 2 (5° e 6° ano),0
Aluno-1138,FASE 2,2R,Pública,Topázio,"8,3472","9,0","9,2","6,27","9,3","9,17",Não,"8,57",5,Fase 3 (7° e 8° ano),-1
Aluno-1139,FASE 2,2R,Pública,Ametista,"7,6647","8,5","9,1","5,64","5,3","8,13",Não,"7,79",10,Fase 2 (5° e 6° ano),0
Aluno-1140,FASE 2,2R,Pública,Ametista,"7,703533333","4,7","8,7","7,52","7,3","7,71",Sim,"7,62",10,Fase 2 (5° e 6° ano),0
Aluno-445,FASE 2,2R,Pública,Ametista,"7,9087","8,0","8,8","6,89","8,4","8,54",Não,"8,18",5,Fase 3 (7° e 8° ano),-1
Aluno-1141,FASE 2,2R,Pública,Ametista,"7,2757","9,0","8,8","7,52","5,9","7,71",Não,"7,11",5,Fase 3 (7° e 8° ano),-1
Aluno-639,FASE 2,2R,Pública,Ametista,"7,5853","7,4","8,1","6,27","6,3","8,13",Não,"7,62",10,Fase 2 (5° e 6° ano),0
Aluno-1142,FASE 2,2R,Pública,Topázio,"9,175033333","9,0","10,0","7,52","10,0","8,54",Não,"8,34",10,Fase 2 (5° e 6° ano),0
Aluno-642,FASE 2,2R,Pública,Topázio,"8,416866667","9,5","9,2","6,27","6,5","8,75",Não,"9,17",10,Fase 2 (5° e 6° ano),0
Aluno-658,FASE 2,2U,Pública,Topázio,"8,438533333","9,5","9,5","7,52","6,1","7,92",Não,"9,17",10,Fase 2 (5° e 6° ano),0
Aluno-588,FASE 2,2U,Privada - Programa de Apadrinhamento,Topázio,"8,3527","8,0","9,6","2,52","7,8","8,96",Não,"9,67",10,Fase 2 (5° e 6° ano),0
Aluno-662,FASE 2,2U,Pública,Agata,"6,733566667","6,8","7,6","6,27","6,7","7,29",Não,"6,72",5,Fase 3 (7° e 8° ano),-1
